bit_length,semiprime,lattice_dimension,precision_parameter,smoothness_bound,sr_pairs,ground_truth_sr_pairs
70,814166957641983947171,24,4,576,0,
70,931054487095188622799,24,4,576,0,
70,631144756765090821311,24,4,576,1,
70,1037936926679105725651,24,4,576,0,
70,868884300167746679281,24,4,576,0,
70,670851120601041720913,24,4,576,0,
70,608600353929647457227,24,4,576,0,
70,746265916190828354047,24,4,576,1,
70,602934825478774777817,24,4,576,2,
70,830676708279893090639,24,4,576,0,
70,617764828557506258311,24,4,576,0,
70,763967150203471435523,24,4,576,0,
70,613817756525521758589,24,4,576,0,
70,984027740150104754029,24,4,576,1,
70,775413820106785298449,24,4,576,1,
70,1073273796359828569823,24,4,576,0,
70,603660021750456786859,24,4,576,0,
70,1145963779426179833177,24,4,576,1,
70,722419892116700282611,24,4,576,1,
70,660288073295966295337,24,4,576,0,
70,611723144315385332147,24,4,576,1,
70,903437828490440822497,24,4,576,1,
70,755796057795927288313,24,4,576,0,
70,649015495671886848997,24,4,576,0,
70,616878946207192805561,24,4,576,1,
70,607739424925724038039,24,4,576,0,
70,922727717713786754927,24,4,576,0,
70,1020998478909612192881,24,4,576,0,
70,1038987994384124120507,24,4,576,1,
70,770742296853279153317,24,4,576,0,
70,1003770147613336797803,24,4,576,0,
70,949075290339990239977,24,4,576,1,
70,817672065323358970763,24,4,576,0,
70,897106829623179439919,24,4,576,0,
70,964059154222506807083,24,4,576,0,
70,832087358521457636581,24,4,576,0,
70,935724314505967017971,24,4,576,1,
70,620361933921063431543,24,4,576,1,
70,706817602186910832731,24,4,576,0,
70,654713747421983554087,24,4,576,0,
70,684540691218934718341,24,4,576,0,
70,603011825204830173749,24,4,576,0,
70,666455413075278436903,24,4,576,1,
70,765372309843965343449,24,4,576,0,
70,669527937184579327969,24,4,576,0,
70,1045446724886628801053,24,4,576,0,
70,594987641405142761849,24,4,576,1,
70,926529755260206284591,24,4,576,0,
70,598445781910993970399,24,4,576,0,
70,989054970239933027449,24,4,576,0,
70,931725944429570202967,24,4,576,0,
70,633022954704941257693,24,4,576,0,
70,709639586094764645197,24,4,576,0,
70,790697550174101764097,24,4,576,0,
70,939432053756760892529,24,4,576,1,
70,982688482332523703279,24,4,576,0,
70,757433743980753926393,24,4,576,0,
70,718412481537756673897,24,4,576,0,
70,600094354419406821217,24,4,576,1,
70,596882064756600040069,24,4,576,1,
70,604125538641742158953,24,4,576,0,
70,837536443383068202619,24,4,576,0,
70,612990072058308501283,24,4,576,2,
70,718681973653958608783,24,4,576,0,
70,745247841310490580113,24,4,576,0,
70,719905175259229068589,24,4,576,1,
70,679959799662529755857,24,4,576,0,
70,699186863569991436397,24,4,576,0,
70,911553597811375433699,24,4,576,0,
70,803714272530657176597,24,4,576,0,
70,713650027066252450549,24,4,576,0,
70,745520821857557311369,24,4,576,0,
70,647262380055977869439,24,4,576,0,
70,1074537418554235300387,24,4,576,0,
70,728831051911481380709,24,4,576,0,
70,692618288403896342023,24,4,576,0,
70,645312888595924105751,24,4,576,0,
70,935610113667464515619,24,4,576,0,
70,609421819486643242333,24,4,576,0,
70,636781737246630845677,24,4,576,0,
70,860134815528570988129,24,4,576,0,
70,1096094977425183363773,24,4,576,0,
70,605141488697865397451,24,4,576,0,
70,889339854461823575903,24,4,576,0,
70,927725436113434688309,24,4,576,0,
70,636849318850796427191,24,4,576,1,
70,706099486511085615973,24,4,576,0,
70,763557436757511537619,24,4,576,1,
70,601343616390133549901,24,4,576,1,
70,651969181495199828011,24,4,576,1,
70,736883388443455709543,24,4,576,0,
70,1002652177451206365563,24,4,576,0,
70,941269868773765965691,24,4,576,0,
70,1093441048792287208873,24,4,576,0,
70,665771619214898185001,24,4,576,0,
70,732547618949774756881,24,4,576,1,
70,807363547083126100693,24,4,576,1,
70,910920186882614963653,24,4,576,0,
70,805181878222221244477,24,4,576,0,
70,655371755440682186339,24,4,576,0,
70,622664591744359402499,24,4,576,0,
70,1034225299587550660613,24,4,576,0,
70,622313805317499043087,24,4,576,1,
70,765757920416474033677,24,4,576,0,
70,717524318683462371923,24,4,576,0,
70,784063770242315931773,24,4,576,0,
70,609325331709154381109,24,4,576,0,
70,680656020254978344519,24,4,576,0,
70,619154242877308733579,24,4,576,0,
70,964921706389969531603,24,4,576,0,
70,835417864599894197087,24,4,576,0,
70,602641805840893341841,24,4,576,0,
70,639037515852937188997,24,4,576,0,
70,768569135269747566353,24,4,576,0,
70,711703234193813521291,24,4,576,0,
70,667030312571193320443,24,4,576,0,
70,688557323927956389817,24,4,576,0,
70,880999201966269921823,24,4,576,0,
70,912742699524963716411,24,4,576,0,
70,894683221658429707859,24,4,576,0,
70,906234530758069741079,24,4,576,0,
70,636982676599548139561,24,4,576,0,
70,632036926028688642349,24,4,576,0,
70,657302390207203260043,24,4,576,0,
70,1033309246158210732037,24,4,576,0,
70,619535000556297676369,24,4,576,0,
70,806383944336486496597,24,4,576,2,
70,680371831150376601311,24,4,576,0,
70,684107787378718632421,24,4,576,0,
70,854662005058485152651,24,4,576,0,
70,688685886428644903993,24,4,576,0,
70,844007832465273201133,24,4,576,0,
70,717496068898543710463,24,4,576,0,
70,760169034617460485707,24,4,576,0,
70,989821621521260316017,24,4,576,0,
70,764267761476034599997,24,4,576,2,
70,627146023268360638981,24,4,576,0,
70,679493444536407264667,24,4,576,0,
70,671099833659544756861,24,4,576,0,
70,653160258593018831971,24,4,576,0,
70,620645604911324329879,24,4,576,0,
70,1005631507688130545317,24,4,576,1,
70,658447000889081316889,24,4,576,0,
70,590742860005135893481,24,4,576,1,
70,825502042738449851821,24,4,576,0,
70,591195914611779620929,24,4,576,2,
70,841006074857215954891,24,4,576,0,
70,925217249369959224131,24,4,576,0,
70,814696538679563343901,24,4,576,0,
70,860674850790728024239,24,4,576,0,
70,696657806799852034451,24,4,576,1,
70,903148831346159468579,24,4,576,0,
70,989666118021799964423,24,4,576,1,
70,767227590984102124463,24,4,576,0,
70,851798456873512633301,24,4,576,0,
70,679304754994085103703,24,4,576,0,
80,627635935130306074479407,27,4,729,0,
80,1109383312043702807474003,27,4,729,0,
80,778472147893209996850181,27,4,729,0,
80,703588853598911962715669,27,4,729,0,
80,859118047481435638428353,27,4,729,0,
80,745417100554505417765119,27,4,729,0,
80,660600527797355383740919,27,4,729,0,
80,811029310981627130831839,27,4,729,0,
80,629780048716194245225101,27,4,729,0,
80,662391053574072345522221,27,4,729,0,
80,652684240456695217810579,27,4,729,0,
80,1013104020199176463363007,27,4,729,0,
80,791651499918984272887139,27,4,729,0,
80,798816195659902514423299,27,4,729,0,
80,910045378376310499138027,27,4,729,0,
80,722003660934630720753463,27,4,729,0,
80,1163037006916637671794037,27,4,729,0,
80,638854761595771634998433,27,4,729,0,
80,932555789253008255306711,27,4,729,0,
80,807066204196881996509683,27,4,729,0,
80,797170054049157388686959,27,4,729,0,
80,1102496245427848847503229,27,4,729,1,
80,642788481050514472609139,27,4,729,0,
80,902825703348800751966689,27,4,729,0,
80,613872989252077070371501,27,4,729,0,
80,782790356864196504200851,27,4,729,0,
80,1004931475629549015225011,27,4,729,0,
80,764276600174496652009337,27,4,729,0,
80,920992196747750942906257,27,4,729,0,
80,952598238885808582096361,27,4,729,0,
80,1099588747495634261212601,27,4,729,0,
80,746934269141545739372087,27,4,729,0,
80,917938159410076261202227,27,4,729,0,
80,672530846358395032919159,27,4,729,0,
80,782411717029874953886503,27,4,729,0,
80,914689419686926342308319,27,4,729,0,
80,796443117613063169555587,27,4,729,0,
80,614893414943425604758769,27,4,729,0,
80,632844593906838112152163,27,4,729,0,
80,826193492788784900300399,27,4,729,0,
80,943155922083122010054667,27,4,729,0,
80,958127689263502085709677,27,4,729,0,
80,1150215423154946464379741,27,4,729,0,
80,980605579050884234848511,27,4,729,0,
80,626616801768727851146447,27,4,729,0,
80,1011123113898940153757783,27,4,729,0,
80,714686103603357306451867,27,4,729,0,
80,904258087252366789720069,27,4,729,0,
80,689538219242465916236359,27,4,729,0,
80,802864707581194830691291,27,4,729,0,
80,692868292329412710113021,27,4,729,0,
80,611076648512100415503899,27,4,729,0,
80,826144628356747718348087,27,4,729,0,
80,702466366362469397787499,27,4,729,0,
80,619270307518032382162913,27,4,729,0,
80,673340229296687016935659,27,4,729,0,
80,640771888224067903157017,27,4,729,0,
80,858864200515086980274029,27,4,729,0,
80,644908159277090909990527,27,4,729,0,
80,870401679461774272265027,27,4,729,0,
80,676682475210100687900937,27,4,729,0,
80,741236099924295869467663,27,4,729,0,
80,967501543369972728761863,27,4,729,0,
80,787670726234949827815553,27,4,729,0,
80,675495957798897457471247,27,4,729,0,
80,636078748901576074891957,27,4,729,0,
80,894911692847295088970269,27,4,729,0,
80,1178858012176622905312769,27,4,729,0,
80,632671060310859957869747,27,4,729,0,
80,1110833373961811366211341,27,4,729,0,
80,840886921591806419746271,27,4,729,0,
80,740994562680533129893811,27,4,729,0,
80,851725420733716546803871,27,4,729,0,
80,625129110765289518427937,27,4,729,0,
80,750725034676279075398229,27,4,729,0,
80,736882058324396596858483,27,4,729,0,
80,1080239645549287609784191,27,4,729,0,
80,1032505886755440895761287,27,4,729,0,
80,979015189522053338763833,27,4,729,1,
80,961489569555020028316109,27,4,729,0,
80,710025365004772028308253,27,4,729,0,
80,780458662417352227533977,27,4,729,1,
80,1066208977778056987157291,27,4,729,0,
80,739825619779143824878031,27,4,729,0,
80,889043922074460798537223,27,4,729,0,
80,611416254880576419757603,27,4,729,0,
80,1060197858475839492237823,27,4,729,1,
80,805382907586436641931393,27,4,729,0,
80,1027200803081462888192341,27,4,729,0,
80,663299776172990817742319,27,4,729,0,
80,832945311689531127222923,27,4,729,0,
80,823366108557583589170409,27,4,729,0,
80,933685817098382687194679,27,4,729,0,
80,642241205132991711100303,27,4,729,0,
80,766408221863239880561339,27,4,729,0,
80,930656388511211728776451,27,4,729,0,
80,816354513550934794005077,27,4,729,0,
80,962297733151416039287197,27,4,729,0,
80,717843611620001582937853,27,4,729,0,
80,695843160461240383310681,27,4,729,0,
80,901771672364557110517097,27,4,729,0,
80,933897030892235827640869,27,4,729,0,
80,612688166139671071281203,27,4,729,0,
80,672248760549681039300689,27,4,729,0,
80,1122763327998439455917717,27,4,729,0,
80,913161555843214648423393,27,4,729,0,
80,1185274852114572506744407,27,4,729,0,
80,790635788305441104779897,27,4,729,0,
80,657032711132911823908993,27,4,729,0,
80,840761141298522859473587,27,4,729,0,
80,1051745982795583083294271,27,4,729,0,
80,1071472892010508746962669,27,4,729,0,
80,970224044379931564862321,27,4,729,0,
80,962643205384945451462773,27,4,729,0,
80,1058657454733345317261949,27,4,729,0,
80,807486305914053497404027,27,4,729,0,
80,669275710621712560764889,27,4,729,0,
80,785013313810144083463831,27,4,729,0,
80,923636128227380050405261,27,4,729,0,
80,610122264821641666711913,27,4,729,0,
80,713432407826824975520437,27,4,729,0,
80,936654778935641126386031,27,4,729,0,
80,1078743610041939196836671,27,4,729,0,
80,605783302680549587875417,27,4,729,0,
80,809299263836303722619983,27,4,729,0,
80,689082817139131917356641,27,4,729,0,
80,635277127969864425738221,27,4,729,0,
80,1026562999537869310223191,27,4,729,0,
80,934812786680022911052443,27,4,729,0,
80,876736717005203326005329,27,4,729,0,
80,762394856047680660378493,27,4,729,0,
80,768036367900315044575299,27,4,729,0,
80,745668554790248422380841,27,4,729,0,
80,741289200437918737254641,27,4,729,0,
80,655385014737460754479079,27,4,729,0,
80,641774073073365493527517,27,4,729,0,
80,928796913392728000045493,27,4,729,0,
80,829636779683840056746863,27,4,729,0,
80,626380918656592309573331,27,4,729,0,
80,832479778984523149873961,27,4,729,0,
80,745320275976498292478761,27,4,729,0,
80,1104546885535470587330761,27,4,729,0,
80,697781582103362338984063,27,4,729,0,
80,633778888284696706433153,27,4,729,1,
80,671878566558674712723853,27,4,729,0,
80,823759842696463219638347,27,4,729,0,
80,802513967750082072908317,27,4,729,0,
80,793058535203775703697339,27,4,729,0,
80,1074221907073243792260379,27,4,729,0,
80,786383957119336303772221,27,4,729,0,
80,638868968344860610355857,27,4,729,0,
80,922688732140688879457887,27,4,729,0,
80,939321553670851487816747,27,4,729,0,
80,938964680507503333385789,27,4,729,0,
80,993372684176377602789401,27,4,729,0,
80,814710190016128453142611,27,4,729,0,
80,1136019078129093653514983,27,4,729,0,
80,670041116088637513035863,27,4,729,0,
80,678427280509010585810809,27,4,729,1,
80,1022913548100732718992739,27,4,729,0,
80,680136269016719821612577,27,4,729,1,
80,613858358214053853397813,27,4,729,0,
80,724975052491112134945873,27,4,729,0,
80,965771694049359881081753,27,4,729,0,
80,800310803547278464986239,27,4,729,0,
80,937199174811205919545871,27,4,729,0,
80,672546685154957991909877,27,4,729,0,
80,730158197866183832951587,27,4,729,0,
80,812361498296812476097651,27,4,729,0,
80,909528698362891188716983,27,4,729,0,
80,647170676296048883912341,27,4,729,0,
80,694971227242206455230667,27,4,729,0,
80,848817310306578516757297,27,4,729,0,
80,918546087316860147317933,27,4,729,0,
80,1184751419094368754981817,27,4,729,0,
80,724802819088026624768531,27,4,729,0,
80,643614189410690016714119,27,4,729,0,
80,636291976581474422942461,27,4,729,0,
80,949529579390707206400843,27,4,729,0,
80,1072742913246925414459159,27,4,729,0,
80,655402683004771675845241,27,4,729,1,
80,608900171311560477359287,27,4,729,0,
80,674534192344250913932627,27,4,729,0,
80,977663597649214736527781,27,4,729,0,
80,632977443377053981228307,27,4,729,0,
80,726694089897545577442619,27,4,729,0,
80,732464935394585201118403,27,4,729,0,
80,890123095019380113197357,27,4,729,0,
80,917233968418020644784431,27,4,729,0,
80,617278095736077886885543,27,4,729,0,
80,640066966873039028681689,27,4,729,0,
80,739786158627523067604151,27,4,729,0,
80,687452934308426413203371,27,4,729,0,
80,913887540551842159240831,27,4,729,0,
80,732318075358719904456429,27,4,729,0,
80,1032208026497142978655201,27,4,729,0,
80,754239828439312608011197,27,4,729,0,
80,610656274440555323982041,27,4,729,0,
80,655642890247002559954427,27,4,729,0,
80,674293020433260601146937,27,4,729,0,
80,755336898460162720369853,27,4,729,0,
80,1035138182622207460960213,27,4,729,0,
80,748821526967868891996119,27,4,729,0,
80,690831270392513544848201,27,4,729,0,
80,662283168148982781772667,27,4,729,0,
80,664783016170752895230679,27,4,729,0,
80,916596744017592768045983,27,4,729,0,
80,983476161683618157225199,27,4,729,0,
80,888169764798014066292179,27,4,729,0,
80,862776397106110816844941,27,4,729,0,
80,636822608226535986382081,27,4,729,0,
80,884231172334931722290757,27,4,729,0,
80,692715832621331879497087,27,4,729,0,
80,785875528538870357537393,27,4,729,0,
80,743288155867035964809557,27,4,729,0,
80,959577444750382832175413,27,4,729,0,
80,754622352073713642707393,27,4,729,0,
80,693948418076129465611823,27,4,729,0,
80,662722891709312679687301,27,4,729,0,
80,846020216612349137362363,27,4,729,0,
80,619776446366677963813691,27,4,729,0,
80,1001806852326729470199727,27,4,729,0,
80,773892689424440280449291,27,4,729,0,
80,952823997821173805144567,27,4,729,0,
80,964791701106449610101731,27,4,729,0,
80,925339812489579196158529,27,4,729,0,
80,769799169608996169119749,27,4,729,0,
80,797668526588463828318791,27,4,729,0,
80,666111365788415955310099,27,4,729,0,
80,1082971339783004344111381,27,4,729,0,
80,769185921269704985074571,27,4,729,0,
80,772579887933520489412257,27,4,729,0,
80,1024244444323478574439003,27,4,729,0,
80,741015028371740922612401,27,4,729,0,
80,732231853160409013561367,27,4,729,0,
80,618915518110719137019427,27,4,729,0,
80,840658253890198648447201,27,4,729,0,
80,766106016208624618101583,27,4,729,0,
80,958887473664614745811453,27,4,729,0,
80,700533750140099768882113,27,4,729,0,
80,630036515650322381929921,27,4,729,0,
80,837066649982294765814163,27,4,729,0,
80,694433534282573796988261,27,4,729,0,
80,664082821454565242800339,27,4,729,0,
80,793737640195816799067901,27,4,729,0,
80,1016330883833693763494683,27,4,729,0,
80,654630365651510400336803,27,4,729,0,
80,949780872625180360435361,27,4,729,0,
80,618089278432616077429229,27,4,729,0,
80,1110012776834598852635557,27,4,729,0,
80,1055445547760414003424373,27,4,729,0,
80,993102839633586003641141,27,4,729,0,
80,768036558926139148991207,27,4,729,0,
80,632386765477727122140119,27,4,729,0,
80,692208618437094555439477,27,4,729,0,
80,739632215950618592900323,27,4,729,0,
80,842915251890218616329173,27,4,729,0,
80,772057765324696767289463,27,4,729,0,
80,618262468204648827782309,27,4,729,0,
80,635224403892410887817923,27,4,729,0,
80,620807823180359454634177,27,4,729,0,
80,673525100363999875109423,27,4,729,0,
80,717823535729883017967187,27,4,729,0,
80,819033642008255904949447,27,4,729,0,
80,1066446300449276008661279,27,4,729,0,
80,660011954408421459068617,27,4,729,0,
80,860603918919178448661709,27,4,729,0,
80,749849936441951760366977,27,4,729,0,
80,865074826344857638431059,27,4,729,0,
80,694920728321063330049349,27,4,729,0,
80,1121198012210077733118013,27,4,729,0,
80,677312125024481833494571,27,4,729,0,
80,716847276010217384242117,27,4,729,0,
80,856909851170822792728967,27,4,729,0,
80,905332624532241011733229,27,4,729,0,
80,1028819529140352864751423,27,4,729,0,
80,713290127649687885447769,27,4,729,0,
80,763104595989939284374841,27,4,729,0,
80,754567576142996299388087,27,4,729,0,
80,666423963572119856403877,27,4,729,0,
80,789449900759082601467343,27,4,729,0,
80,660341524219562024068529,27,4,729,0,
80,641609685146559494558657,27,4,729,0,
80,909964238971445148574079,27,4,729,0,
80,1091283996648098673189457,27,4,729,0,
80,676346667050329370222791,27,4,729,0,
80,651875168964393208404953,27,4,729,0,
80,832995799966870887185089,27,4,729,0,
80,991994218305653948742503,27,4,729,0,
80,626834561277044178648167,27,4,729,0,
80,819510253155658414419451,27,4,729,0,
80,670587457886108298144841,27,4,729,0,
80,807358278376935170668577,27,4,729,0,
80,833725865843658849268201,27,4,729,1,
80,705028624464020600051603,27,4,729,0,
80,967535347353960619684231,27,4,729,0,
80,1066349545636695591890611,27,4,729,0,
80,724159606654438246324673,27,4,729,0,
80,760403094849382083689893,27,4,729,1,
80,818149724908299029217407,27,4,729,0,
80,608000340130875065747599,27,4,729,0,
80,909191619130576300326781,27,4,729,0,
80,799144847225291895767711,27,4,729,0,
80,801756130882975381497437,27,4,729,0,
80,812375478416360069223973,27,4,729,0,
80,789020670516187582889921,27,4,729,0,
80,858314420339868618063583,27,4,729,0,
80,641813526713043886120529,27,4,729,0,
80,718098210169608857147161,27,4,729,0,
80,863034877548504952016881,27,4,729,0,
80,663627162937999904636903,27,4,729,0,
80,681797636295870106688287,27,4,729,0,
80,753523627707326956766051,27,4,729,0,
80,860541849550571250944347,27,4,729,0,
80,642764397333193474607923,27,4,729,0,
80,613616217105296370357361,27,4,729,0,
80,635115000417272644809829,27,4,729,0,
80,673819823515923062860001,27,4,729,0,
80,613945514521575509622091,27,4,729,0,
80,987199066325095277721187,27,4,729,0,
80,721623912146609001440821,27,4,729,0,
80,658446148923276667691531,27,4,729,0,
80,930300327199870557446431,27,4,729,0,
80,637911744812934979364633,27,4,729,0,
80,654353764259903768754277,27,4,729,0,
80,669855392468528057602913,27,4,729,0,
80,708872160243311956360681,27,4,729,0,
80,740781163222244394427337,27,4,729,0,
80,827473594722655782478201,27,4,729,0,
80,1011096300502795383528073,27,4,729,0,
80,638263430747908962095683,27,4,729,0,
80,970823017482071103709439,27,4,729,0,
80,723813746447241706146283,27,4,729,0,
80,684871699511686167160391,27,4,729,0,
80,1092937751216356964040679,27,4,729,0,
80,1063955175320465296840973,27,4,729,0,
80,1108602642605602734464573,27,4,729,0,
80,1033017850391784633065453,27,4,729,0,
80,816165977083502634215983,27,4,729,0,
80,977940703857217154123081,27,4,729,0,
80,769038380145492423825713,27,4,729,0,
80,762891737169773352448639,27,4,729,0,
80,631292020416168614793187,27,4,729,0,
80,755029730270128193197747,27,4,729,0,
80,944682428748587127208769,27,4,729,0,
80,819268733567453218711457,27,4,729,0,
80,687172048488591073340633,27,4,729,1,
80,802317099297369610004173,27,4,729,0,
80,878949755650241356597073,27,4,729,0,
80,679392201847295528509873,27,4,729,0,
80,674129427763057420567403,27,4,729,0,
80,1041576101735084202595361,27,4,729,0,
80,611977564028200164573073,27,4,729,0,
80,743129867334814994957393,27,4,729,0,
80,649889797277818651403501,27,4,729,0,
80,1048331511786029354799119,27,4,729,0,
80,631941981606315423818153,27,4,729,0,
80,617331810099447637679899,27,4,729,0,
80,720205564126974632848489,27,4,729,0,
80,647267688606977822864917,27,4,729,0,
80,739660335979779878838827,27,4,729,0,
80,679191250619633475561223,27,4,729,0,
80,870431708459844591582817,27,4,729,0,
80,828271573859164193469829,27,4,729,0,
80,759719036670279273224543,27,4,729,0,
80,616815171991548032286683,27,4,729,0,
80,679727824051133579075093,27,4,729,0,
80,639048300392794188976609,27,4,729,0,
80,613133404507077188275291,27,4,729,0,
80,625760970146354573084369,27,4,729,0,
80,944363252040904665911371,27,4,729,0,
80,1105693235670092081384089,27,4,729,0,
80,889919734961820897310373,27,4,729,0,
80,783307679898205541106169,27,4,729,0,
80,645767209634733884829841,27,4,729,0,
80,628112214666500388574553,27,4,729,0,
80,928601908394806363461703,27,4,729,0,
80,634773760177383813450967,27,4,729,0,
80,780580774556312296184441,27,4,729,0,
80,663654796400148495145153,27,4,729,0,
80,679770195213327963192137,27,4,729,0,
80,783184812808330910252173,27,4,729,0,
80,790396789852179890797453,27,4,729,0,
80,803817037402573459223177,27,4,729,0,
80,1132726511178268127267543,27,4,729,0,
80,675659921377251991846741,27,4,729,0,
80,802002940912321500086897,27,4,729,0,
80,853762751536572203380807,27,4,729,0,
80,1031012084393064185106469,27,4,729,0,
80,932203901882252435636869,27,4,729,0,
80,939694423691803907949077,27,4,729,0,
80,853371011942599856287733,27,4,729,0,
80,824891977309754837411983,27,4,729,0,
80,612737657862911594067991,27,4,729,0,
80,834533900027779656440899,27,4,729,0,
80,761747918921952429106723,27,4,729,0,
80,698508170418056588200459,27,4,729,0,
80,846754263626247735276883,27,4,729,0,
80,805302423113413872000071,27,4,729,0,
80,668536683013603321974193,27,4,729,0,
80,762400520063927346431651,27,4,729,0,
80,675806186930983313755631,27,4,729,0,
80,946280334479922835197019,27,4,729,0,
80,688717194048245912950913,27,4,729,0,
80,633372315961136865292189,27,4,729,0,
80,660788822223636818295527,27,4,729,0,
80,779817975968386628620793,27,4,729,0,
80,657638727469379636199041,27,4,729,0,
80,827229882632862851797099,27,4,729,0,
80,765951360522179996516501,27,4,729,0,
80,686901700166122774676507,27,4,729,0,
80,686137289609838331983233,27,4,729,0,
80,951584622997663438440791,27,4,729,0,
80,818133417985062184080737,27,4,729,0,
80,646046051725742867267891,27,4,729,0,
80,909067571219938438048771,27,4,729,0,
80,729698145497284228476997,27,4,729,0,
80,779177091529685696994163,27,4,729,0,
80,670834610638192574693851,27,4,729,0,
80,695443799203362244873129,27,4,729,0,
80,693272085677959597480049,27,4,729,0,
80,626372953004373480276571,27,4,729,0,
80,882321532305850200462221,27,4,729,0,
80,805413676214753794928461,27,4,729,0,
80,747682542538619255409481,27,4,729,0,
80,1037381597834793408041561,27,4,729,0,
80,741169465612687127027807,27,4,729,0,
80,737631322179134596892377,27,4,729,0,
80,894708174571274556507437,27,4,729,0,
80,891342226617263311025713,27,4,729,0,
80,619620517813634536798453,27,4,729,0,
80,781042124652669747920071,27,4,729,0,
80,915949571139049530247349,27,4,729,0,
80,770569256462940759887207,27,4,729,0,
80,928122944879218353673091,27,4,729,0,
80,907190022904167490133801,27,4,729,0,
80,616725877934768995231123,27,4,729,0,
80,632325975259200415522531,27,4,729,0,
80,621547960116875271449051,27,4,729,0,
80,609235991456863622484203,27,4,729,0,
80,649081839219284419253033,27,4,729,0,
80,661686864600191434034539,27,4,729,0,
80,726515050897866740065343,27,4,729,0,
80,667055760119747034484043,27,4,729,0,
80,736876191922616889868421,27,4,729,0,
80,1011876733979733202226579,27,4,729,0,
80,633651164972547904837147,27,4,729,0,
80,616292390609777744733817,27,4,729,0,
80,958732195061677148735899,27,4,729,0,
80,940185727642002532387597,27,4,729,0,
80,803231679573339797954951,27,4,729,0,
80,693361161936849585714961,27,4,729,0,
80,668894975337764655934907,27,4,729,0,
80,738670617766146010154173,27,4,729,0,
80,694787884236421668744967,27,4,729,0,
80,654091086426943498097003,27,4,729,0,
80,824128153541451626333881,27,4,729,0,
80,731674039410795513055757,27,4,729,0,
80,640942976084149873106663,27,4,729,0,
80,798602649421594641200881,27,4,729,0,
80,655487909827031793990823,27,4,729,0,
80,849349839722442303887359,27,4,729,0,
80,714878258390035515556633,27,4,729,0,
80,808586776360266300272641,27,4,729,0,
80,604568626904785387315403,27,4,729,0,
80,664009940066897390598763,27,4,729,0,
80,719359119164705273769551,27,4,729,0,
80,674717731533828998481143,27,4,729,0,
80,921846274751587195831633,27,4,729,0,
80,763981048890225609975877,27,4,729,0,
80,995884242098241124626073,27,4,729,0,
80,836630974925493693809573,27,4,729,0,
80,604537652544580101051373,27,4,729,0,
80,766694847020126875884199,27,4,729,0,
80,669709192992182045855599,27,4,729,0,
80,677065437766062745050109,27,4,729,0,
80,972395757762055106572997,27,4,729,0,
80,819360720189799803465119,27,4,729,0,
80,847377885990728969702213,27,4,729,0,
80,815222067986982711683291,27,4,729,0,
80,954814481096400158474521,27,4,729,0,
80,753022135887523630087571,27,4,729,0,
80,845058829359392338648273,27,4,729,0,
80,719870830471993639996943,27,4,729,0,
80,868426332801387168435337,27,4,729,0,
80,865261312716049777759349,27,4,729,0,
80,924687781711867977027493,27,4,729,0,
80,780350473034041331374307,27,4,729,0,
80,1067155103033357258496461,27,4,729,0,
80,645483408404805245775803,27,4,729,0,
80,810918374109793957076893,27,4,729,0,
80,670163047411600392055433,27,4,729,0,
80,866555030874218040949219,27,4,729,0,
80,627988124884816705993553,27,4,729,0,
80,1021705606547041681714721,27,4,729,0,
80,652991212466078710865089,27,4,729,0,
80,695464212344821078567271,27,4,729,0,
80,966998835862486675680277,27,4,729,0,
80,731699895538144488695501,27,4,729,0,
80,708839433628328155015091,27,4,729,0,
90,785060091490486090530796313,30,4,900,0,
90,929942747142788168786292853,30,4,900,0,
90,734870828175984927636531869,30,4,900,0,
90,759431385774643903024259707,30,4,900,0,
90,703789206216090173645724509,30,4,900,0,
90,984041139849402276261818327,30,4,900,0,
90,628951745904018558731983279,30,4,900,0,
90,924751752011264508681747413,30,4,900,0,
90,703413682196049255819109847,30,4,900,0,
90,684197278866989210021728307,30,4,900,0,
90,752711951254714836588543463,30,4,900,0,
90,981388521350512619685130663,30,4,900,0,
90,881995903685785323230023303,30,4,900,0,
90,868728714830194702030104469,30,4,900,1,
90,672237795103801219631477609,30,4,900,0,
90,769114685702219430399719941,30,4,900,0,
90,633640070277789995665756513,30,4,900,0,
90,658479396537391614545881091,30,4,900,0,
90,913185660379624538689530373,30,4,900,0,
90,785651519375208329085252823,30,4,900,0,
90,624018431089142008346137817,30,4,900,0,
90,866841850556292748683746107,30,4,900,0,
90,819615199604197230168480257,30,4,900,0,
90,667470746075581350756572861,30,4,900,0,
90,723245268529680756372965147,30,4,900,0,
90,672491411194844119104995759,30,4,900,0,
90,801687290084085515003272187,30,4,900,0,
90,772821562498313108898543259,30,4,900,0,
90,703154268378585488937438089,30,4,900,0,
90,854879958713604237791133073,30,4,900,0,
90,1060296833323533832729965961,30,4,900,0,
90,760967479555179965938116677,30,4,900,0,
90,712848774122540469382303613,30,4,900,0,
90,805584048561041986469335591,30,4,900,0,
90,675702523691708833955499509,30,4,900,0,
90,907533601612341972188211409,30,4,900,0,
90,646987402539676008917936477,30,4,900,0,
90,710229013099422459063402001,30,4,900,0,
90,783828666469786829275612721,30,4,900,0,
90,846296249204741904564521077,30,4,900,0,
90,641062359936435810261975113,30,4,900,0,
90,709618011897334055319878687,30,4,900,0,
90,877674816177653234945432651,30,4,900,0,
