bit_length,semiprime,lattice_dimension,precision_parameter,smoothness_bound,sr_pairs,ground_truth_sr_pairs
90,7.44355E+26,30,4,900,0,
90,8.028E+26,30,4,900,0,
90,7.63991E+26,30,4,900,0,
90,8.5214E+26,30,4,900,0,
90,7.0217E+26,30,4,900,0,
90,9.14897E+26,30,4,900,0,
90,7.41414E+26,30,4,900,0,
90,8.58561E+26,30,4,900,0,
90,8.57053E+26,30,4,900,0,
90,8.72331E+26,30,4,900,0,
90,8.25431E+26,30,4,900,0,
90,9.88243E+26,30,4,900,0,
90,6.37107E+26,30,4,900,0,
90,8.06796E+26,30,4,900,0,
90,8.44553E+26,30,4,900,0,
90,8.59457E+26,30,4,900,0,
90,6.58916E+26,30,4,900,0,
90,9.45587E+26,30,4,900,0,
90,9.03031E+26,30,4,900,0,
90,6.57257E+26,30,4,900,0,
90,1.1066E+27,30,4,900,0,
90,9.67881E+26,30,4,900,0,
90,8.83815E+26,30,4,900,0,
90,9.76422E+26,30,4,900,0,
90,6.86824E+26,30,4,900,0,
90,6.26922E+26,30,4,900,0,
90,6.50263E+26,30,4,900,0,
90,7.80771E+26,30,4,900,0,
90,9.8653E+26,30,4,900,0,
90,8.01769E+26,30,4,900,0,
90,7.37775E+26,30,4,900,0,
90,7.0792E+26,30,4,900,0,
90,6.46683E+26,30,4,900,0,
90,6.30221E+26,30,4,900,0,
90,9.84517E+26,30,4,900,0,
90,6.1962E+26,30,4,900,0,
90,7.9972E+26,30,4,900,0,
90,6.62901E+26,30,4,900,0,
90,6.47003E+26,30,4,900,0,
90,1.1477E+27,30,4,900,0,
90,6.687E+26,30,4,900,0,
90,7.75111E+26,30,4,900,0,
90,7.82935E+26,30,4,900,0,
90,6.45761E+26,30,4,900,0,
90,6.51795E+26,30,4,900,0,
90,8.99885E+26,30,4,900,0,
90,7.68822E+26,30,4,900,0,
90,7.58389E+26,30,4,900,0,
90,6.623E+26,30,4,900,0,
90,7.22817E+26,30,4,900,0,
90,8.37456E+26,30,4,900,0,
90,7.40894E+26,30,4,900,0,
90,1.17845E+27,30,4,900,0,
90,7.67375E+26,30,4,900,0,
90,6.73681E+26,30,4,900,0,
90,7.34994E+26,30,4,900,0,
90,7.86607E+26,30,4,900,0,
90,7.68935E+26,30,4,900,0,
90,9.99329E+26,30,4,900,0,
90,6.59299E+26,30,4,900,0,
90,7.7561E+26,30,4,900,0,
90,8.50978E+26,30,4,900,0,
90,9.04315E+26,30,4,900,0,
90,7.80143E+26,30,4,900,0,
90,6.75111E+26,30,4,900,0,
90,8.74794E+26,30,4,900,0,
90,7.4574E+26,30,4,900,0,
90,7.07593E+26,30,4,900,0,
90,7.50867E+26,30,4,900,0,
90,1.0763E+27,30,4,900,0,
90,6.25063E+26,30,4,900,0,
90,6.97862E+26,30,4,900,0,
90,9.12016E+26,30,4,900,0,
90,1.05011E+27,30,4,900,0,
90,9.54776E+26,30,4,900,0,
90,6.73351E+26,30,4,900,0,
90,7.69609E+26,30,4,900,0,
90,7.88833E+26,30,4,900,0,
90,6.80781E+26,30,4,900,0,
90,1.05004E+27,30,4,900,0,
90,6.66048E+26,30,4,900,0,
90,6.69543E+26,30,4,900,0,
90,7.544E+26,30,4,900,0,
90,8.25129E+26,30,4,900,0,
90,6.48073E+26,30,4,900,0,
90,8.26922E+26,30,4,900,0,
90,7.89897E+26,30,4,900,0,
90,6.67684E+26,30,4,900,0,
90,7.17027E+26,30,4,900,0,
90,8.3998E+26,30,4,900,0,
90,6.87106E+26,30,4,900,0,
90,9.00995E+26,30,4,900,0,
90,9.78334E+26,30,4,900,0,
90,1.03914E+27,30,4,900,0,
90,7.5529E+26,30,4,900,0,
90,1.16166E+27,30,4,900,0,
90,6.32178E+26,30,4,900,0,
100,7.63348E+29,34,4,1156,0,
100,8.27144E+29,34,4,1156,0,
100,9.45567E+29,34,4,1156,0,
100,9.68897E+29,34,4,1156,0,
100,6.975E+29,34,4,1156,0,
100,7.64857E+29,34,4,1156,0,
100,1.11363E+30,34,4,1156,0,
100,6.75934E+29,34,4,1156,0,
100,7.97822E+29,34,4,1156,0,
100,9.88405E+29,34,4,1156,0,
100,1.01013E+30,34,4,1156,0,
100,8.57683E+29,34,4,1156,0,
100,7.40556E+29,34,4,1156,0,
100,6.362E+29,34,4,1156,0,
100,7.81766E+29,34,4,1156,0,
100,7.1183E+29,34,4,1156,0,
100,8.89927E+29,34,4,1156,0,
100,6.9194E+29,34,4,1156,0,
100,6.68591E+29,34,4,1156,0,
100,1.04266E+30,34,4,1156,0,
100,6.59137E+29,34,4,1156,0,
100,1.17474E+30,34,4,1156,0,
100,9.18293E+29,34,4,1156,0,
100,6.41084E+29,34,4,1156,0,
100,1.13416E+30,34,4,1156,0,
100,6.42382E+29,34,4,1156,0,
100,6.56521E+29,34,4,1156,0,
100,6.9285E+29,34,4,1156,0,
100,6.76861E+29,34,4,1156,0,
100,7.71537E+29,34,4,1156,0,
100,7.43985E+29,34,4,1156,0,
100,1.05644E+30,34,4,1156,0,
100,6.34333E+29,34,4,1156,0,
100,7.44729E+29,34,4,1156,0,
100,8.30665E+29,34,4,1156,0,
100,7.34359E+29,34,4,1156,0,
100,9.56141E+29,34,4,1156,0,
100,1.09198E+30,34,4,1156,0,
100,8.70657E+29,34,4,1156,0,
100,6.54474E+29,34,4,1156,0,
100,7.2632E+29,34,4,1156,0,
100,6.4703E+29,34,4,1156,0,
100,9.47302E+29,34,4,1156,0,
100,9.01316E+29,34,4,1156,0,
100,9.54702E+29,34,4,1156,0,
100,1.0482E+30,34,4,1156,0,
100,7.11573E+29,34,4,1156,0,
100,9.56201E+29,34,4,1156,0,
100,6.46507E+29,34,4,1156,0,
100,9.2353E+29,34,4,1156,0,
100,1.1657E+30,34,4,1156,0,
100,7.31895E+29,34,4,1156,0,
100,6.84077E+29,34,4,1156,0,
100,7.45571E+29,34,4,1156,0,
100,9.10834E+29,34,4,1156,0,
100,7.68434E+29,34,4,1156,0,
100,7.39006E+29,34,4,1156,0,
100,1.01963E+30,34,4,1156,0,
100,8.6852E+29,34,4,1156,0,
100,8.50402E+29,34,4,1156,0,
100,7.40109E+29,34,4,1156,0,
100,8.33619E+29,34,4,1156,0,
100,9.07353E+29,34,4,1156,0,
100,8.78594E+29,34,4,1156,0,
100,6.59123E+29,34,4,1156,0,
100,7.35024E+29,34,4,1156,0,
100,7.92641E+29,34,4,1156,0,
100,6.44619E+29,34,4,1156,0,
100,6.39036E+29,34,4,1156,0,
100,7.04839E+29,34,4,1156,0,
100,7.52851E+29,34,4,1156,0,
100,7.44035E+29,34,4,1156,0,
100,6.42786E+29,34,4,1156,0,
100,8.17627E+29,34,4,1156,0,
100,7.67724E+29,34,4,1156,0,
100,7.07106E+29,34,4,1156,0,
100,6.53109E+29,34,4,1156,0,
100,1.21208E+30,34,4,1156,0,
100,7.72969E+29,34,4,1156,0,
100,1.00781E+30,34,4,1156,0,
100,7.54414E+29,34,4,1156,0,
100,1.11678E+30,34,4,1156,0,
100,7.08963E+29,34,4,1156,0,
100,1.03616E+30,34,4,1156,0,
100,8.30205E+29,34,4,1156,0,
100,1.02617E+30,34,4,1156,0,
100,1.13011E+30,34,4,1156,0,
100,7.97845E+29,34,4,1156,0,
100,6.63137E+29,34,4,1156,0,
100,6.51555E+29,34,4,1156,0,
100,9.61671E+29,34,4,1156,0,
100,6.62849E+29,34,4,1156,0,
100,1.09167E+30,34,4,1156,0,
100,8.69236E+29,34,4,1156,0,
100,8.83498E+29,34,4,1156,0,
100,9.11496E+29,34,4,1156,0,
100,6.91815E+29,34,4,1156,0,
100,6.97565E+29,34,4,1156,0,
100,9.35695E+29,34,4,1156,0,
100,7.21622E+29,34,4,1156,0,
100,8.0587E+29,34,4,1156,0,
100,8.45409E+29,34,4,1156,0,
100,6.9089E+29,34,4,1156,0,
100,6.778E+29,34,4,1156,0,
100,7.40012E+29,34,4,1156,0,
100,7.6139E+29,34,4,1156,0,
100,6.48947E+29,34,4,1156,0,
100,7.00491E+29,34,4,1156,0,
100,9.60212E+29,34,4,1156,0,
100,8.42496E+29,34,4,1156,0,
100,6.41948E+29,34,4,1156,0,
100,7.1058E+29,34,4,1156,0,
100,7.28812E+29,34,4,1156,0,
100,8.84639E+29,34,4,1156,0,
100,9.77408E+29,34,4,1156,0,
100,7.34708E+29,34,4,1156,0,
100,1.13087E+30,34,4,1156,0,
100,8.9491E+29,34,4,1156,0,
100,7.5819E+29,34,4,1156,0,
100,9.41855E+29,34,4,1156,0,
100,8.29864E+29,34,4,1156,0,
100,1.04858E+30,34,4,1156,0,
100,8.78419E+29,34,4,1156,0,
100,6.81446E+29,34,4,1156,0,
100,1.06292E+30,34,4,1156,0,
100,9.03728E+29,34,4,1156,0,
100,1.00661E+30,34,4,1156,0,
100,6.75251E+29,34,4,1156,0,
100,6.4814E+29,34,4,1156,0,
100,1.11002E+30,34,4,1156,0,
100,1.07681E+30,34,4,1156,0,
100,1.12884E+30,34,4,1156,0,
100,8.62197E+29,34,4,1156,0,
100,7.55617E+29,34,4,1156,0,
100,7.16882E+29,34,4,1156,0,
100,6.63185E+29,34,4,1156,0,
100,6.98862E+29,34,4,1156,0,
100,1.00085E+30,34,4,1156,0,
100,9.99144E+29,34,4,1156,0,
100,1.16959E+30,34,4,1156,0,
100,6.71512E+29,34,4,1156,0,
100,6.41202E+29,34,4,1156,0,
100,1.02307E+30,34,4,1156,0,
100,1.04446E+30,34,4,1156,0,
100,1.05042E+30,34,4,1156,0,
100,6.63399E+29,34,4,1156,0,
100,7.41929E+29,34,4,1156,0,
100,6.36779E+29,34,4,1156,0,
100,8.93045E+29,34,4,1156,0,
100,6.5244E+29,34,4,1156,0,
100,6.53293E+29,34,4,1156,0,
100,6.73956E+29,34,4,1156,0,
100,8.89068E+29,34,4,1156,0,
100,7.26539E+29,34,4,1156,0,
100,1.01819E+30,34,4,1156,0,
100,7.51373E+29,34,4,1156,0,
100,1.13292E+30,34,4,1156,0,
100,9.4383E+29,34,4,1156,0,
100,8.39212E+29,34,4,1156,0,
100,8.14657E+29,34,4,1156,0,
100,7.43469E+29,34,4,1156,0,
100,8.28278E+29,34,4,1156,0,
100,8.12314E+29,34,4,1156,0,
100,6.63974E+29,34,4,1156,0,
100,7.02415E+29,34,4,1156,0,
100,7.81308E+29,34,4,1156,0,
100,1.08761E+30,34,4,1156,0,
100,1.07104E+30,34,4,1156,0,
100,8.90211E+29,34,4,1156,0,
100,7.5647E+29,34,4,1156,0,
100,6.42395E+29,34,4,1156,0,
100,9.77009E+29,34,4,1156,0,
100,1.08626E+30,34,4,1156,0,
100,6.53096E+29,34,4,1156,0,
100,7.09062E+29,34,4,1156,0,
100,8.7567E+29,34,4,1156,0,
100,7.02817E+29,34,4,1156,0,
100,8.90321E+29,34,4,1156,0,
100,6.56108E+29,34,4,1156,0,
100,9.56823E+29,34,4,1156,0,
100,7.32336E+29,34,4,1156,0,
100,1.02444E+30,34,4,1156,0,
100,9.84481E+29,34,4,1156,0,
100,1.0949E+30,34,4,1156,0,
100,6.82541E+29,34,4,1156,0,
100,7.75949E+29,34,4,1156,0,
100,6.92307E+29,34,4,1156,0,
100,8.58717E+29,34,4,1156,0,
100,7.1714E+29,34,4,1156,0,
100,8.11799E+29,34,4,1156,0,
100,8.17802E+29,34,4,1156,0,
100,9.63901E+29,34,4,1156,0,
100,7.01513E+29,34,4,1156,0,
100,1.08053E+30,34,4,1156,0,
100,6.92232E+29,34,4,1156,0,
100,1.10872E+30,34,4,1156,0,
100,1.2147E+30,34,4,1156,0,
100,8.55263E+29,34,4,1156,0,
100,6.62713E+29,34,4,1156,0,
100,7.64592E+29,34,4,1156,0,
100,6.81536E+29,34,4,1156,0,
100,7.68618E+29,34,4,1156,0,
100,7.95175E+29,34,4,1156,0,
100,7.8721E+29,34,4,1156,0,
100,7.87895E+29,34,4,1156,0,
100,8.64728E+29,34,4,1156,0,
100,8.72938E+29,34,4,1156,0,
100,8.39492E+29,34,4,1156,0,
100,7.00869E+29,34,4,1156,0,
100,1.00501E+30,34,4,1156,0,
100,6.87111E+29,34,4,1156,0,
100,7.69476E+29,34,4,1156,0,
100,1.03667E+30,34,4,1156,0,
100,1.12318E+30,34,4,1156,0,
100,9.64661E+29,34,4,1156,0,
100,6.56681E+29,34,4,1156,0,
100,8.50747E+29,34,4,1156,0,
100,8.06302E+29,34,4,1156,0,
100,7.48045E+29,34,4,1156,0,
100,9.4105E+29,34,4,1156,0,
100,6.94849E+29,34,4,1156,0,
100,9.80638E+29,34,4,1156,0,
100,1.11016E+30,34,4,1156,0,
100,8.70219E+29,34,4,1156,0,
100,8.62946E+29,34,4,1156,0,
100,9.30793E+29,34,4,1156,0,
100,9.05911E+29,34,4,1156,0,
100,7.11421E+29,34,4,1156,0,
100,8.49046E+29,34,4,1156,0,
100,8.68957E+29,34,4,1156,0,
100,6.54151E+29,34,4,1156,0,
100,6.49756E+29,34,4,1156,0,
100,6.62228E+29,34,4,1156,0,
100,8.98498E+29,34,4,1156,0,
100,8.6637E+29,34,4,1156,0,
100,1.06369E+30,34,4,1156,0,
100,9.61525E+29,34,4,1156,0,
100,6.47531E+29,34,4,1156,0,
100,1.04003E+30,34,4,1156,0,
100,7.07971E+29,34,4,1156,0,
100,6.91126E+29,34,4,1156,0,
100,1.06172E+30,34,4,1156,0,
100,8.36942E+29,34,4,1156,0,
100,6.77542E+29,34,4,1156,0,
100,7.40985E+29,34,4,1156,0,
100,7.17416E+29,34,4,1156,0,
100,6.71752E+29,34,4,1156,0,
100,1.09191E+30,34,4,1156,0,
100,7.16969E+29,34,4,1156,0,
100,9.64196E+29,34,4,1156,0,
100,9.75211E+29,34,4,1156,0,
100,7.91267E+29,34,4,1156,0,
100,9.80907E+29,34,4,1156,0,
100,8.81937E+29,34,4,1156,0,
100,6.53232E+29,34,4,1156,0,
100,9.12447E+29,34,4,1156,0,
100,6.83583E+29,34,4,1156,0,
100,7.02422E+29,34,4,1156,0,
100,8.10948E+29,34,4,1156,0,
100,1.137E+30,34,4,1156,0,
100,1.01707E+30,34,4,1156,0,
100,8.57137E+29,34,4,1156,0,
100,6.98552E+29,34,4,1156,0,
100,1.15239E+30,34,4,1156,0,
100,6.53948E+29,34,4,1156,0,
100,6.64891E+29,34,4,1156,0,
100,1.06571E+30,34,4,1156,0,
100,7.728E+29,34,4,1156,0,
100,9.7552E+29,34,4,1156,0,
100,7.62968E+29,34,4,1156,0,
100,7.43017E+29,34,4,1156,0,
100,7.00914E+29,34,4,1156,0,
100,1.09925E+30,34,4,1156,0,
100,7.287E+29,34,4,1156,0,
100,9.73613E+29,34,4,1156,0,
100,7.48612E+29,34,4,1156,0,
100,7.78306E+29,34,4,1156,0,
100,7.84124E+29,34,4,1156,0,
100,6.73184E+29,34,4,1156,0,
100,6.99906E+29,34,4,1156,0,
100,8.05505E+29,34,4,1156,0,
100,7.04495E+29,34,4,1156,0,
100,9.65161E+29,34,4,1156,0,
100,8.50087E+29,34,4,1156,0,
100,6.72678E+29,34,4,1156,0,
100,6.97847E+29,34,4,1156,0,
100,1.00794E+30,34,4,1156,0,
100,8.23856E+29,34,4,1156,0,
100,7.25452E+29,34,4,1156,0,
100,9.52077E+29,34,4,1156,0,
100,7.18243E+29,34,4,1156,0,
100,1.00041E+30,34,4,1156,0,
100,8.06823E+29,34,4,1156,0,
100,7.18542E+29,34,4,1156,0,
100,8.74063E+29,34,4,1156,0,
100,1.13694E+30,34,4,1156,0,
100,6.72578E+29,34,4,1156,0,
100,7.48544E+29,34,4,1156,0,
100,8.71727E+29,34,4,1156,0,
100,7.06476E+29,34,4,1156,0,
100,7.28933E+29,34,4,1156,0,
100,8.03301E+29,34,4,1156,0,
100,7.02932E+29,34,4,1156,0,
100,9.18317E+29,34,4,1156,0,
100,6.71388E+29,34,4,1156,0,
100,6.94353E+29,34,4,1156,0,
100,9.52629E+29,34,4,1156,0,
100,7.24533E+29,34,4,1156,0,
100,7.14008E+29,34,4,1156,0,
100,6.68351E+29,34,4,1156,0,
100,9.32231E+29,34,4,1156,0,
100,8.28639E+29,34,4,1156,0,
100,8.04484E+29,34,4,1156,0,
100,6.60766E+29,34,4,1156,0,
100,7.06759E+29,34,4,1156,0,
100,6.69263E+29,34,4,1156,0,
100,9.90693E+29,34,4,1156,0,
100,7.34787E+29,34,4,1156,0,
100,1.1776E+30,34,4,1156,0,
100,9.9419E+29,34,4,1156,0,
100,8.81903E+29,34,4,1156,0,
100,7.22309E+29,34,4,1156,0,
100,8.50568E+29,34,4,1156,0,
100,8.60658E+29,34,4,1156,0,
100,7.83738E+29,34,4,1156,0,
100,7.92166E+29,34,4,1156,0,
100,6.58229E+29,34,4,1156,0,
100,7.72021E+29,34,4,1156,0,
100,8.61374E+29,34,4,1156,0,
100,6.66161E+29,34,4,1156,0,
100,8.54467E+29,34,4,1156,0,
100,7.46177E+29,34,4,1156,0,
100,1.05702E+30,34,4,1156,0,
100,8.3311E+29,34,4,1156,0,
100,7.77111E+29,34,4,1156,0,
100,8.43381E+29,34,4,1156,0,
100,7.43066E+29,34,4,1156,0,
100,8.32018E+29,34,4,1156,0,
100,6.96056E+29,34,4,1156,0,
100,6.47739E+29,34,4,1156,0,
100,8.62445E+29,34,4,1156,0,
100,7.25901E+29,34,4,1156,0,
100,7.44328E+29,34,4,1156,0,
100,9.93315E+29,34,4,1156,0,
100,7.76462E+29,34,4,1156,0,
100,8.18907E+29,34,4,1156,0,
100,1.00095E+30,34,4,1156,0,
100,7.8657E+29,34,4,1156,0,
100,7.51507E+29,34,4,1156,0,
100,8.36083E+29,34,4,1156,0,
100,7.46957E+29,34,4,1156,0,
100,6.3412E+29,34,4,1156,0,
100,1.01964E+30,34,4,1156,0,
100,9.80312E+29,34,4,1156,0,
100,8.68277E+29,34,4,1156,0,
100,9.07555E+29,34,4,1156,0,
100,6.49794E+29,34,4,1156,0,
100,9.91678E+29,34,4,1156,0,
100,7.32606E+29,34,4,1156,0,
100,7.83982E+29,34,4,1156,0,
100,7.17122E+29,34,4,1156,0,
100,1.1502E+30,34,4,1156,0,
100,9.85035E+29,34,4,1156,0,
100,8.05982E+29,34,4,1156,0,
100,8.06479E+29,34,4,1156,0,
100,6.43025E+29,34,4,1156,0,
100,8.26106E+29,34,4,1156,0,
100,6.7796E+29,34,4,1156,0,
100,8.94209E+29,34,4,1156,0,
100,8.63816E+29,34,4,1156,0,
100,7.57847E+29,34,4,1156,0,
100,8.3227E+29,34,4,1156,0,
100,8.74004E+29,34,4,1156,0,
100,9.15932E+29,34,4,1156,0,
100,1.13499E+30,34,4,1156,0,
100,1.02818E+30,34,4,1156,0,
100,9.84393E+29,34,4,1156,0,
100,8.54205E+29,34,4,1156,0,
100,7.33187E+29,34,4,1156,0,
100,9.75491E+29,34,4,1156,0,
100,7.21029E+29,34,4,1156,0,
100,6.77484E+29,34,4,1156,0,
100,7.98116E+29,34,4,1156,0,
100,7.00104E+29,34,4,1156,0,
100,6.81898E+29,34,4,1156,0,
100,8.33862E+29,34,4,1156,0,
100,9.08064E+29,34,4,1156,0,
100,7.36259E+29,34,4,1156,0,
100,6.93736E+29,34,4,1156,0,
100,9.30573E+29,34,4,1156,0,
100,6.43739E+29,34,4,1156,0,
100,6.77673E+29,34,4,1156,0,
100,8.40925E+29,34,4,1156,0,
100,9.16884E+29,34,4,1156,0,
100,1.18368E+30,34,4,1156,0,
100,7.53148E+29,34,4,1156,0,
100,7.15743E+29,34,4,1156,0,
100,7.54327E+29,34,4,1156,0,
100,9.33173E+29,34,4,1156,0,
100,6.65644E+29,34,4,1156,0,
100,6.64005E+29,34,4,1156,0,
100,8.52132E+29,34,4,1156,0,
100,9.32543E+29,34,4,1156,0,
100,8.19015E+29,34,4,1156,0,
100,8.80123E+29,34,4,1156,0,
100,6.66916E+29,34,4,1156,0,
100,9.77739E+29,34,4,1156,0,
100,9.77686E+29,34,4,1156,0,
100,7.95658E+29,34,4,1156,0,
100,7.35616E+29,34,4,1156,0,
100,7.14711E+29,34,4,1156,0,
100,9.66814E+29,34,4,1156,0,
100,7.6557E+29,34,4,1156,0,
100,9.72333E+29,34,4,1156,0,
100,8.57518E+29,34,4,1156,0,
100,7.09517E+29,34,4,1156,0,
100,6.69558E+29,34,4,1156,0,
100,7.01111E+29,34,4,1156,0,
100,7.05894E+29,34,4,1156,0,
100,1.14479E+30,34,4,1156,0,
100,7.53849E+29,34,4,1156,0,
100,9.87261E+29,34,4,1156,0,
100,1.00491E+30,34,4,1156,0,
100,6.88595E+29,34,4,1156,0,
100,1.05719E+30,34,4,1156,0,
100,6.43779E+29,34,4,1156,0,
100,6.48382E+29,34,4,1156,0,
100,6.69294E+29,34,4,1156,0,
100,9.09886E+29,34,4,1156,0,
100,7.9013E+29,34,4,1156,0,
100,8.09411E+29,34,4,1156,0,
100,7.81188E+29,34,4,1156,0,
100,7.6996E+29,34,4,1156,0,
100,7.23776E+29,34,4,1156,0,
100,8.01029E+29,34,4,1156,0,
100,1.04315E+30,34,4,1156,0,
100,7.50515E+29,34,4,1156,0,
100,9.14592E+29,34,4,1156,0,
100,1.05406E+30,34,4,1156,0,
100,8.15947E+29,34,4,1156,0,
100,6.80355E+29,34,4,1156,0,
100,7.08987E+29,34,4,1156,0,
100,8.34401E+29,34,4,1156,0,
100,6.51259E+29,34,4,1156,0,
100,7.40488E+29,34,4,1156,0,
100,7.01723E+29,34,4,1156,0,
100,9.26463E+29,34,4,1156,0,
100,8.03675E+29,34,4,1156,0,
100,8.20584E+29,34,4,1156,0,
100,7.05619E+29,34,4,1156,0,
100,7.83505E+29,34,4,1156,0,
100,7.95748E+29,34,4,1156,0,
100,6.50061E+29,34,4,1156,0,
100,8.70435E+29,34,4,1156,0,
100,6.81664E+29,34,4,1156,0,
100,6.59374E+29,34,4,1156,0,
100,6.39236E+29,34,4,1156,0,
100,6.58795E+29,34,4,1156,0,
100,6.48241E+29,34,4,1156,0,
100,8.98128E+29,34,4,1156,0,
100,1.00396E+30,34,4,1156,0,
100,9.88413E+29,34,4,1156,0,
100,8.8787E+29,34,4,1156,0,
100,7.68145E+29,34,4,1156,0,
100,7.89991E+29,34,4,1156,0,
100,1.01699E+30,34,4,1156,0,
100,8.96478E+29,34,4,1156,0,
100,9.39123E+29,34,4,1156,0,
100,6.44302E+29,34,4,1156,0,
100,9.89086E+29,34,4,1156,0,
100,1.01574E+30,34,4,1156,0,
100,9.62732E+29,34,4,1156,0,
100,1.05985E+30,34,4,1156,0,
100,8.55322E+29,34,4,1156,0,
100,9.74232E+29,34,4,1156,0,
100,7.41607E+29,34,4,1156,0,
100,9.59343E+29,34,4,1156,0,
100,8.76537E+29,34,4,1156,0,
100,7.51778E+29,34,4,1156,0,
100,8.29677E+29,34,4,1156,0,
100,1.01555E+30,34,4,1156,0,
100,7.03727E+29,34,4,1156,0,
100,9.45695E+29,34,4,1156,0,
100,6.35929E+29,34,4,1156,0,
100,6.48008E+29,34,4,1156,0,
100,9.37316E+29,34,4,1156,0,
100,1.09723E+30,34,4,1156,0,
100,6.57396E+29,34,4,1156,0,
100,7.57859E+29,34,4,1156,0,
100,9.14514E+29,34,4,1156,0,
100,7.10221E+29,34,4,1156,0,
100,9.18498E+29,34,4,1156,0,
100,6.70736E+29,34,4,1156,0,
100,9.34075E+29,34,4,1156,0,
100,6.89058E+29,34,4,1156,0,
100,1.10697E+30,34,4,1156,0,
100,6.82225E+29,34,4,1156,0,
100,7.67325E+29,34,4,1156,0,
100,7.96606E+29,34,4,1156,0,
100,7.0687E+29,34,4,1156,0,
50,695995778033957,17,4,289,10,35
50,918103432302473,17,4,289,1,1
50,608964425167477,17,4,289,0,1
50,628704399779101,17,4,289,3,8
50,700813177574711,17,4,289,2,5
50,673921754997847,17,4,289,2,5
50,578786473609051,17,4,289,5,9
50,723543853567411,17,4,289,2,3
50,679574961756689,17,4,289,2,6
50,664822785383429,17,4,289,1,1
50,764864474988871,17,4,289,0,0
50,624125989132157,17,4,289,0,0
50,647710196289899,17,4,289,2,5
50,611451545409773,17,4,289,3,4
50,854721736522873,17,4,289,1,4
50,618806673340637,17,4,289,1,9
50,679899672699827,17,4,289,4,10
50,1035042972063101,17,4,289,1,2
50,619304444225531,17,4,289,4,4
50,752061355931057,17,4,289,4,13
50,617892181055411,17,4,289,0,0
50,1059743369165813,17,4,289,0,3
50,623830119840709,17,4,289,3,4
50,766974482695357,17,4,289,0,0
50,774511572451013,17,4,289,2,3
50,812984046611203,17,4,289,4,5
50,564430879468399,17,4,289,2,5
50,914811548448557,17,4,289,4,14
50,650180042405081,17,4,289,2,3
50,861848611970719,17,4,289,2,10
50,926842200520829,17,4,289,1,4
50,629064589514917,17,4,289,0,3
50,637781013952193,17,4,289,1,3
50,720364883415901,17,4,289,2,4
50,791036007159161,17,4,289,4,8
50,696186944064757,17,4,289,2,2
50,564045103530361,17,4,289,1,3
50,982255986104209,17,4,289,4,8
50,568432474594489,17,4,289,4,5
50,757442979758329,17,4,289,0,0
50,874171043472577,17,4,289,1,4
50,644102744901613,17,4,289,1,3
50,938339837968613,17,4,289,2,6
50,737696356085009,17,4,289,0,0
50,657180719317769,17,4,289,3,3
50,845040612393343,17,4,289,4,4
50,620812889411921,17,4,289,0,1
50,627625312644329,17,4,289,2,2
50,724979016035741,17,4,289,2,6
50,580635513905809,17,4,289,3,6
50,677242031768723,17,4,289,5,5
50,1032064489171337,17,4,289,3,5
50,663562748570131,17,4,289,2,7
50,703000041865481,17,4,289,2,3
50,570558130791449,17,4,289,2,3
50,774551971092827,17,4,289,1,3
50,819566371082461,17,4,289,0,0
50,604879006976927,17,4,289,4,6
50,600301201929343,17,4,289,6,17
50,771236719393753,17,4,289,4,5
50,695808833368729,17,4,289,0,2
50,683781962466073,17,4,289,2,5
50,803934399289123,17,4,289,1,2
50,981164963170661,17,4,289,5,18
50,935580526463651,17,4,289,3,5
50,680794958648641,17,4,289,7,22
50,610131401280229,17,4,289,7,13
50,604864030643767,17,4,289,2,6
50,893403051917377,17,4,289,4,7
50,1019296371359611,17,4,289,0,0
50,834115840993219,17,4,289,0,4
50,619259690174393,17,4,289,2,2
50,600823644699737,17,4,289,0,0
50,563076295075537,17,4,289,4,9
50,576973237907141,17,4,289,4,9
50,743965320181247,17,4,289,2,2
50,615254170137599,17,4,289,2,3
50,688968200292451,17,4,289,0,0
50,607986263636663,17,4,289,1,1
50,738557823960839,17,4,289,2,3
50,693320529454367,17,4,289,2,2
50,610411054728143,17,4,289,3,12
50,583519326305347,17,4,289,4,9
50,716490134570071,17,4,289,1,8
50,660873102486967,17,4,289,1,1
50,588989139046219,17,4,289,0,0
50,666318080211701,17,4,289,3,9
50,867340163857477,17,4,289,3,10
50,902747029418167,17,4,289,2,16
50,648530210784487,17,4,289,4,5
50,645946899111061,17,4,289,2,5
50,786437480668243,17,4,289,4,9
50,604444603655467,17,4,289,3,6
50,597376649854681,17,4,289,0,0
50,594374745156529,17,4,289,0,0
50,892410913136593,17,4,289,1,2
50,850597200207253,17,4,289,1,5
50,708048819904249,17,4,289,1,1
50,699601134204911,17,4,289,3,3
50,612675868898939,17,4,289,3,4
50,736977278857871,17,4,289,1,5
50,823160001533011,17,4,289,2,2
50,921833633471893,17,4,289,2,3
50,652539648953879,17,4,289,0,2
50,563328223969741,17,4,289,0,1
50,591877319203673,17,4,289,2,7
50,887444847534991,17,4,289,1,2
50,722601863336137,17,4,289,3,6
50,632089815980011,17,4,289,3,11
50,706990055058977,17,4,289,0,0
50,860183693023561,17,4,289,1,5
50,604740353731439,17,4,289,4,4
50,615270481595477,17,4,289,1,3
50,935904576862663,17,4,289,2,2
50,568850073812641,17,4,289,3,8
50,834809197571731,17,4,289,4,6
50,749255468514793,17,4,289,4,8
