lattice_id,u,s,smoothness_value,smoothness_index,cost
669,4242753145580960,1388368629693,853,146,345
669,404100291841695504,-41180476375223,331,66,344
669,5450762407538756,-2420877112873,197,44,202
669,1817460911210780,-266850339763,353,70,290
670,1250827396177051,-641567905675,937,158,177
671,683120911191411,-30309555200,251,53,190
673,29229001748028963,1103246775448,653,118,367
674,1015491383396875,125078032584,359,71,127
674,15230111974686829,-382605777536,599,108,250
675,557303737704035189,78149183067864,463,89,406
675,1783415986338013027,294103070917587,659,119,454
676,82016803782816831,50056191307661,739,130,279
678,5192040292668229,157841603680,449,86,391
678,558557211535542886667,-291246738766207083,647,117,603
682,614432177360735,85075874964,457,87,54
682,614425128720234,78027234463,631,114,151
686,7727395177638125,3962707107192,887,153,222
686,7721221287553125,-2211182977808,601,109,268
690,877578566505094377,325569351577922,677,122,281
694,8943024799843750,4435990865337,709,126,591
694,688255188595975,671434059174,601,109,262
694,16520669772303125,18659663419901,557,101,808
695,2855197120008779,21777765714,733,129,172
696,32434174629251781617,14010160770347976,683,123,291
697,29432435983466593,444230270976,499,94,174
699,11351924759550375,-1464782486656,983,165,303
