lattice_id,u,s,smoothness_value,smoothness_index,cost
149,3286712000,-3278277,197,44,460
149,20614528000,8799423,257,54,275
149,850349280000,-372942679,307,62,381
149,163720581376,86854441,157,36,277
149,24709500,-27269,67,18,329
149,3634259200,-2045843,181,41,366
149,617824064,-595161,67,18,322
149,222576640,-54281,103,26,347
150,135978921,-49984,71,19,85
150,19148120425,-4749399,211,46,235
150,121296906549375,-134981507104,359,71,423
150,12911024217,-11721758,293,61,156
151,3562326999,261440,43,13,207
151,3015233424,1177951,269,56,144
151,10686524464,327787,127,30,299
153,434530285,1807,139,33,178
153,24145485,5014,109,28,166
153,24134045,-6426,17,6,88
153,106044993730,92466511,151,35,152
153,96621525,59641,73,20,178
154,32212752,-11189,167,38,114
154,6092506750,2181901,389,76,241
154,772673209,-701375,181,41,246
154,3833635377,-1013602,263,55,316
154,32207175,-16766,101,25,254
154,547759740,-47257,157,36,276
154,9307001704,-5717245,167,38,288
154,65187936000,-1096643,277,58,359
154,225544440,-23147,293,61,146
154,70801341600,5343223,397,77,192
154,96630314,-41509,103,26,203
154,1577976125,-996984,227,48,384
154,3831602016,-3046963,269,56,266
156,3264251243,114318,73,20,106
156,329939270375,309996,109,28,122
156,365080731125,411353864,277,58,270
156,6731532500,-1915671,137,32,265
157,20988540,-737,67,18,56
157,88582832688,-96862637,263,55,405
157,20986602,-2675,107,27,131
157,20991600,2323,101,25,225
157,545119025,-602177,113,29,246
157,818554352,-27451,283,60,129
157,5365118825,-8136087,179,40,370
157,3183402915,-6967189,223,47,652
157,1574228112611,-1814718765,131,31,541
159,6252629383,-2877872,107,27,198
159,26907939973684,59501809,251,53,418
159,220795960,13351,79,21,143
159,17880041200,-3350129,223,47,385
159,3312512896,773761,163,37,512
160,60835775,7328,229,49,83
160,2453903998,489969,263,55,209
160,815991377947460,-424862048233,251,53,335
160,44333314025,-10623838,131,31,148
161,58890975,9077,313,64,57
161,176640625,-5069,137,32,104
161,29442875,1926,107,27,91
161,58859185,-22713,113,29,138
161,9070994725,3182433,223,47,123
161,29467347,26398,197,44,199
162,517969298,35223,199,45,157
162,20718750,1387,73,20,71
162,1015197755,46968,103,26,176
162,20717543,180,5,2,178
162,419431019623,-95581127,257,54,307
162,269261300,-64419,197,44,106
162,20693556,-23807,179,40,341
162,97660604174,-104631823,223,47,442
163,20927272323,6568688,263,55,292
163,1321271875,-35723,257,54,100
163,11267641242,2646977,139,33,176
163,5505414453,-33872,73,20,165
164,41154399,18281,181,41,71
164,719565834,-316231,101,25,201
164,20568735,676,13,5,111
164,37102966758,-22379737,163,37,293
164,2446155855,-1443166,173,39,189
165,1096353793934,-358395119,337,67,126
165,3701768005,1916983,409,79,168
165,2740884484835,-147208424,149,34,171
165,675745070,375439,139,33,120
165,88093082,1391,107,27,141
166,20131111,9494,101,25,69
166,845095823,-12091,113,29,223
166,13586540539,4449064,151,35,415
166,100628066,19981,53,15,83
166,261657132,76111,131,31,119
167,252788844,-36859,41,12,100
167,1497648932,142845,107,27,194
167,388919531,-43089,271,57,91
167,486252921,49646,241,52,145
167,77786475,-6049,263,55,154
167,777625407,-299833,103,26,319
167,164195046925,-102763763,257,54,447
167,5351382414,3146389,199,45,209
168,25977105,-3844,31,10,51
168,337563450,-188887,271,57,195
168,3140868150,-2826679,311,63,249
168,3715775595,499888,199,45,127
168,1429049223,97028,191,42,156
168,25970625,-10324,89,23,178
168,69129703125,-31583113,211,46,346
169,662421643,9761,227,48,66
169,150651076,102921,29,9,109
169,6777082963,2415988,181,41,131
169,1144818675,652697,353,70,188
169,240935695,58647,173,39,226
169,90388643,59750,239,51,201
169,632831936,529685,281,59,152
169,90340250,11357,277,58,139
169,1144160875,-5103,7,3,172
169,572463100,380111,127,30,155
169,90359896,31003,103,26,175
169,30138446,28815,113,29,190
169,3854243575,210807,397,77,190
169,211020745,253328,223,47,206
169,30166500,56869,53,15,419
169,90469925,141032,61,17,383
169,10114382135,-2453881,383,75,210
169,90384580,55687,239,51,202
169,1626788735,868661,349,69,200
169,180805625,147839,251,53,294
169,2440360000,1479889,47,14,312
170,74309125,9881,241,52,146
170,18587415,12604,137,32,135
170,1207399347,36632,241,52,267
170,631640625,97051,61,17,102
170,12321203125,6103432,193,43,123
170,1057812250,-951977,131,31,298
171,192377185,-22826,113,29,71
171,64131650,-1687,241,52,139
172,17279405,35532,47,14,420
173,26614588,-4065,271,57,80
173,1731315432,1102987,137,32,315
173,13500304384,4647313,101,25,189
173,4500816640,2264283,283,60,273
173,2282109724160,1343679161,373,73,356
173,2156627200,516307,251,53,245
173,688740191744,461681123,373,73,594
173,7581063028,-5253077,307,62,271
173,3114752000,369599,83,22,387
173,17949281581,-18309194,257,54,447
173,989034210752,-620689135,311,63,716
174,2484356875,-1829613,311,63,232
174,323124873500,-243896987,199,45,301
174,876394285,-1083299,61,17,300
174,5257949125,-6916379,101,25,378
174,932631700,311767,113,29,154
174,17715610000,1531273,239,51,269
174,18279040,-1743,83,22,118
174,73046875,-76257,229,49,449
174,658132475,24287,163,37,193
174,3125354375,-659518,137,32,254
175,139110400,115103,79,21,167
175,19869668,13197,83,22,142
176,337925966,163137,89,23,74
176,53394484,63511,211,46,155
176,4319742245,-66568,157,36,185
176,302505840,296993,89,23,200
176,2720391310,511687,257,54,287
176,6423429600,5935849,73,20,337
176,36002836584,39983791,127,30,318
176,17778124,1133,103,26,177
177,6085165625,-813,271,57,102
177,1889829667,-532688,197,44,276
177,2644530625,-1976672,277,58,229
177,2143437500,1026831,233,50,126
177,198087920,49959,61,17,170
177,54005600,-4753,97,24,171
177,378224704,152233,79,21,252
178,21015995,6876,191,42,59
178,21029085,19966,149,34,157
178,63119045,91688,157,36,322
178,336427091,281187,199,45,262
178,273133322,14775,197,44,143
178,2521318943,224663,127,30,150
178,588728547,473215,71,19,211
178,369132798969,-123476575,193,43,314
179,26432952,10945,199,45,139
179,1715936607,-1493848,137,32,207
179,290583720,-58357,67,18,344
179,660891231,341056,73,20,477
179,898371243,23005,107,27,455
179,660582328,32153,79,21,362
179,7263670869,-2381056,131,31,410
179,343475055,-11036,89,23,207
179,528404877,-35263,197,44,372
179,36280789194573,70832698,97,24,407
180,28125000000,6723913,163,37,390
180,21140350,14673,73,20,66
180,3570522750,283337,127,30,139
180,7629600000,3230603,197,44,342
180,147709056,-170683,181,41,493
180,2007105408,166093,67,18,355
180,147861648,-18091,229,49,182
180,5174292992,-1497873,199,45,470
181,230641125,-2867,61,17,247
181,1008803081,-264384,17,6,107
181,201770283,-43210,149,34,264
181,2160553967,-1733458,383,75,179
181,115230115,-91881,83,22,216
181,4587983317489,-1860953810,263,55,282
181,33821450663,3275336,281,59,111
181,116649493103,1294149,131,31,161
182,74843671875,10592476,167,38,140
182,39830175,-6439,137,32,86
182,8800859375,-3032319,277,58,144
182,258854211,-83780,71,19,141
182,8455904226,-9376249,163,37,258
182,1811823750,-742187,61,17,190
182,854999627625,-670922788,311,63,367
183,3228194736,-937135,281,59,202
184,2886431782,1903937,113,29,84
184,9789333388653,9205094651,211,46,178
184,151915621,98366,359,71,71
184,151885734,68479,47,14,84
184,3672340425,-1637146,347,68,227
184,1033308419,951085,97,24,107
184,333963266,-34695,257,54,102
184,919358226007,863833257,131,31,330
184,2064265203,-449465,373,73,113
184,971614875,-15557,331,66,247
184,971568325,-62107,359,71,229
185,17889815275,91962,131,31,139
185,47905059917,1999145,181,41,388
185,33293887796,27873371,113,29,322
186,2946620880,4053967,233,50,414
186,1174062500,1151213,107,27,163
187,24393798,2881,67,18,77
187,4561334505,233026,67,18,99
187,20393268025,2461413,167,38,161
188,15943078125,5686424,103,26,314
189,55846700,-3397,79,21,85
189,4187271088,-1486187,307,62,471
189,130321000,4107,37,11,81
189,10034375000,-25761,277,58,226
189,5382833456,2607445,103,26,171
189,5119338112,-254113,73,20,288
190,104735334,-24661,271,57,52
190,418893651,-146329,83,22,74
190,83833035,25039,73,20,73
190,3183402915,-1300933,251,53,115
190,4774356895,-2698877,269,56,167
191,24286115,7332,47,14,49
192,517504691,170716,67,18,108
193,70195125,5177,167,38,76
193,17556750,9263,157,36,111
193,561515625,-3959,107,27,181
193,2805318087,-2279833,293,61,355
193,175585707,110837,79,21,257
193,17563975,16488,229,49,225
194,62589268,10537,257,54,138
194,6027729708,-688045,193,43,147
194,20863425,3848,37,11,126
195,18202665,-2534,181,41,80
195,6408408825,178777,79,21,219
195,800450525,-578231,157,36,176
195,17621296875,-1335757,307,62,459
195,11050182325,-18578667,283,60,470
195,236671875,4288,67,18,213
195,18191250,-13949,37,11,230
196,277799665,-26289,127,30,124
196,1071794405,180011,227,48,134
196,1349181925,-258423,191,42,190
196,178574375,-28024,113,29,322
196,1032221113,296141,97,24,106
197,403915908,257011,139,33,118
197,6863558625,1357376,167,38,258
197,451254375,106196,191,42,142
197,308828625,148292,283,60,232
197,23769900,25259,67,18,185
197,23765625,20984,61,17,133
197,14443515625,6773897,179,40,282
197,380291989,377733,83,22,310
198,377785135,-52152,53,15,51
198,278384067,-22355,263,55,210
198,48959905527,-39624745,211,46,504
198,557001549,188705,73,20,226
198,3499112295,-854153,251,53,309
198,19877998,-8175,109,28,75
199,66151091475,22331921,239,51,218
199,27992898360,15346241,283,60,373
199,1619079150,543077,283,60,151
200,198999167598,-47443513,479,91,151
200,237710778571,94581916,109,28,220
202,8279186167,4543674,211,46,98
202,73215558702,16798187,389,76,219
202,19108017901,12689071,499,94,192
202,718135273460,787420413,389,76,272
202,395616593372,343286591,317,65,251
202,932708322871,1492786928,383,75,279
202,181697213698,291589813,479,91,353
202,13376544350,9814169,97,24,160
202,6408382082674,10810413663,281,59,639
202,17209084445,23288498,331,66,398
202,7016009650,14389079,359,71,398
202,10834186935,13500598,227,48,187
202,29326920337,47416131,211,46,275
202,637767130,1256169,151,35,370
202,93706213315,139102048,223,47,288
202,286880565302903,658771937150,487,92,665
203,12851043920,1439281,271,57,282
203,114414036429,120184640,131,31,352
203,2030230202,1345259,151,35,340
203,19611810504,-743945,191,42,326
204,10931136975,4791148,401,78,269
204,575497536,426703,97,24,69
204,9783241360,7037199,163,37,167
204,575397900,327067,181,41,114
204,2526452960493,-408279709,257,54,336
204,7477167375,1246546,331,66,159
204,7476134820,213991,157,36,180
204,2055708907749,-169320226,151,35,192
205,92570283344,-8840059,463,89,529
205,3886639281800,-892626567,457,87,350
205,857511875000,561527603,223,47,312
206,11242345030,-453277,463,89,103
206,14697931612,-4189251,73,20,198
206,46766791088472,28748864995,211,46,481
206,49335249964,39903541,163,37,189
206,866083764,1253125,401,78,295
206,44099023826,-7338763,439,84,148
206,28739301955364,-3344331801,421,81,319
206,211867049251,-16457304,431,82,133
206,865098234,267595,491,93,167
207,570978203125,1270711,103,26,182
207,376584821250,71046977,349,69,119
207,87036791930,148997867,251,53,471
207,13595003037,314170,353,70,271
208,1078509257527,-74232723,367,72,167
209,943065123,233864,41,12,107
209,48087641602,3247393,521,97,130
209,17913552300,-241621,233,50,274
209,304526907360,-7589297,317,65,369
209,91915385014771227,8092061675255,139,33,671
209,943244575,413316,89,23,115
209,7615646045657,2283629232,269,56,283
210,662103515625,29007413,463,89,191
210,16752892743,-4732,13,5,79
210,1339996185,-235613,347,68,89
210,50874974775,-53833549,229,49,299
210,16752373587,-523888,239,51,208
210,319037585625,62417701,131,31,267
210,6034392250,3349159,311,63,86
210,114583984375,-5834354,227,48,171
210,2191904243750,2635601717,457,87,222
210,68068831990625,2479665599,439,84,241
210,670467250,351351,13,5,75
210,7366814325,-4460564,181,41,301
210,199236048010,211626007,409,79,230
210,68600613872549,-2501287576,283,60,197
210,156706397375,-100722991,419,80,226
210,669939354,-176545,67,18,221
210,670110221,-5678,167,38,114
210,739004248125,536527427,467,90,170
210,55863386254375,70206619534,241,52,338
210,1693506408085,2803994908,521,97,410
210,34174765625,-1145224,73,20,133
210,670215975,100076,197,44,122
210,18090543625,-2585648,401,78,156
211,9243987753,3910960,83,22,85
211,543698012,164083,79,21,122
211,1086669155,-398703,383,75,196
211,5983022500,4149281,271,57,277
211,10328870475,1725824,139,33,175
211,9241299375,1222582,197,44,205
211,1086858773,-209085,263,55,106
211,544104330,570401,89,23,193
211,543839945,306016,131,31,125
211,1631233912,632125,389,76,162
211,37535313200,31472099,181,41,328
211,543274270,-259659,163,37,155
212,6270472359,3083198,223,47,260
213,722216457765,-473727571,457,87,293
213,33289147125,7362274,373,73,516
213,32598117695,-4447057,409,79,229
213,825015604985,-916035399,439,84,310
213,180592000875,-80545459,461,88,433
213,4752440550,-2100143,283,60,249
213,709045935565,-59847791,521,97,349
213,679136094,-84005,317,65,95
213,33294138750,12353899,439,84,587
213,7473014640,1593551,281,59,173
213,679622400,402301,131,31,298
213,3672169417125,-1052878267,181,41,541
214,5349156488,4429387,431,82,157
214,45356519451320,64538465003,401,78,404
214,5246421499800,9352473263,281,59,504
214,764028720,496277,157,36,277
214,2294452160,3854831,239,51,564
215,2902718312,-362373,139,33,231
216,10546792648461,310146241,227,48,311
216,128504435004,-3124897,383,75,164
216,534606205518,-314425597,457,87,415
216,3163260771,-1950064,397,77,242
216,1432302829265,361447511,461,88,237
216,633062235,20068,173,39,123
217,725174406,22445,67,18,76
217,3624555924,-1203881,311,63,155
217,19901822906484,-7224182771,353,70,258
217,725390721,238760,127,30,125
217,3554567246736,597485875,433,83,317
217,1309108181238,208891633,353,70,440
218,154420034769,-26083261,283,60,142
218,1342951407,-58315,109,28,172
218,2030194354797,-1107849728,313,64,311
219,640267073,166852,101,25,53
219,14710180342,-12124741,439,84,224
219,8309020986,-12281887,499,94,422
219,2650225768820,-4269847667,449,86,583
219,595168557975,-764747776,167,38,422
219,12144069000,-17835199,277,58,636
220,307242965106,158147177,353,70,146
220,580957300,456699,79,21,159
220,67991209300,72638983,359,71,354
221,634622716,760965,523,98,188
221,108461789590,71430169,311,63,176
221,1904031416,2446163,263,55,268
222,4391913526,1830681,233,50,147
222,25477663445,15182944,421,81,85
222,178312529525,75166018,113,29,156
222,738569938925,158004396,211,46,135
222,301493697375,334014208,263,55,544
223,1779613550,89723,83,22,89
223,1778717395,-806432,79,21,311
223,122787451930,307867,103,26,221
223,1779229078,-294749,79,21,91
223,593662355,487746,79,21,158
223,2372414005,-284431,227,48,209
223,3907730853005,-1882994914,337,67,366
224,1231693125,-134357,113,29,77
224,1231693125,-134357,113,29,77
224,39404990625,-13488799,373,73,259
224,39404990625,-13488799,373,73,259
224,99181187500,19075199,331,66,170
224,99181187500,19075199,331,66,170
225,2621270647,-71114,37,11,55
225,1624360031462,1920229,181,41,151
226,585129545,-34472,139,33,86
226,42134415323,2606099,401,78,318
226,61454336801,12115016,389,76,200
226,29854927544,11562677,103,26,307
226,15799224584,-203875,233,50,396
226,28087201571,-671245,149,34,391
227,272153178500,-27619337,449,86,191
227,809879809375,-164899307,431,82,482
227,2167649770,1754827,229,49,329
228,185772744619,29408854,431,82,232
229,770843583315,436245427,241,52,256
229,3324781647,4060363,499,94,321
229,1487801821077,118685845,439,84,467
229,13286273585,3388449,211,46,82
229,451470900639,-147193985,89,23,95
229,53182824123,51283579,257,54,235
230,1549560086893,-51845607,241,52,190
231,55809530153,7009485,277,58,110
231,4140849968703437,1477725046637,383,75,405
232,456325677423,-310092427,521,97,206
232,87807470751,-7100374,419,80,196
232,43297359293682,4775729057,211,46,361
232,85619206880669,33794,277,58,375
233,760327997,-109892,331,66,49
233,31944859375,6468037,41,12,140
233,66181593478,23497135,373,73,135
233,2281973750,660083,199,45,100
233,75293739619,10388608,293,61,273
233,13689528125,1646123,311,63,218
233,24031073828125,15684855616,271,57,302
233,6849342500,5401499,443,85,280
233,61602506875,7037866,149,34,362
234,1007946630845,86473088,331,66,218
234,21115894625,17372804,283,60,164
234,1082694249,718771,373,73,146
234,12447935500,5217503,317,65,168
234,541504502,516763,313,64,204
235,4706955055,-1411986,127,30,116
235,9915170040655,-650947691,271,57,222
236,17618174145,5177093,137,32,128
236,20144730375,15590887,79,21,471
236,3147735168,2557123,431,82,238
236,1259263665,1192447,151,35,323
236,80470230225,-46327727,337,67,198
236,21391599075,4388369,241,52,126
236,1167184107045,-305983259,311,63,177
236,70451992875,4667,359,71,191
236,50315070267,-7778453,461,88,164
236,35237290275,11296171,409,79,300
237,2673033448829,-19316389,167,38,148
237,1268322838406897,-66905088703,373,73,396
238,861443869,-115194,263,55,75
238,59469331922,21756575,419,80,121
238,85307039363,12692126,467,90,207
238,147191689645,-134910128,397,77,256
238,11626254390751,-4792959749,131,31,424
238,232575918511,-45028499,229,49,336
239,770961955,-237718,223,47,46
239,20823992590,1601419,281,59,115
239,15822300338600,18105439811,431,82,593
239,18811483701374,2694876577,509,96,282
239,20813174375,-9216796,311,63,273
239,6945137500,4340443,541,99,471
239,772704492500,733619827,263,55,409
239,415887220125,210596378,401,78,381
239,131875071250,-72833,421,81,219
239,161272262500,91530843,521,97,391
240,8990672075,-169153,61,17,145
240,65937535625,4699953,271,57,182
241,71448842752,-53200123,59,16,402
241,71487900064,-14142811,409,79,287
241,128614947934,-88729241,193,43,334
241,14292039552,-8369023,281,59,227
241,4574963925,-1166819,191,42,158
241,15438390625,-6050636,211,46,254
241,7436131840,-80619,349,69,228
241,13718741855,-9650377,181,41,432
242,358801529457,31014997,491,93,128
242,1951562099403,1722346903,499,94,355
242,53869022935,53445766,359,71,167
242,8595439351821,545722801,239,51,355
242,3095323424935,-1802037936,461,88,247
242,844600994510,-69586273,137,32,210
242,7804950153,5591143,401,78,227
242,14838597774,19815655,353,70,326
242,102012199551500,103434919137,199,45,254
242,5459555085075,6243265283,307,62,435
243,163504270613,26742366,269,56,67
243,16616159261,6143022,109,28,66
243,65579752823,13899248,523,98,129
243,50708028723,3768625,73,20,124
243,5244888467,-379819,73,20,108
243,874047265,-164116,461,88,183
243,174629669896015,-148788873172,331,66,243
243,170304070147,-167149148,151,35,168
243,462157916549,-299904000,71,19,163
245,2635271488980,336941647,251,53,297
245,469276469298,-40741327,271,57,284
245,784409186106,-289190059,283,60,284
245,413720292492,-29760395,67,18,188
245,2069383542408,633277973,463,89,366
245,41920210903464,797650439,479,91,301
246,1764390628,311767,113,29,83
246,311556394240,490488417,359,71,256
246,587915328,-110959,107,27,125
246,587785380,-240907,383,75,159
246,588086100,59813,107,27,322
246,588009702,-16585,107,27,103
247,7826593088,1460019,293,61,162
248,28013685557,31886407,379,74,308
249,4070496144,1214449,463,89,183
249,4068696632,-585063,233,50,219
249,15479402224,16131783,239,51,318
249,139231842464,62408495,373,73,258
249,1522551022760768,733262309753,431,82,647
249,1628394779,682101,401,78,74
249,70870572773,65071280,149,34,181
250,62645078353,8689801,353,70,204
250,731424899156,-202917125,281,59,155
251,2253805443736,1014506611,439,84,460
252,2400654256,-1188647,157,36,199
252,4001423712,-1647793,227,48,265
252,15208525332,-3146387,311,63,240
252,394770631255,67780862,293,61,207
252,800613450,-851,37,11,191
252,92071253664,609049,521,97,359
252,23213469279,-4345450,373,73,97
252,612208049453,-261890812,229,49,259
252,6259930269021,-873564799,349,69,328
252,6708340097550,-1608359131,359,71,378
252,13607114157,-3328960,103,26,143
252,68004433224,-47782361,317,65,364
253,179751222464,-182211841,457,87,284
253,8853467104625,2153379441,277,58,328
253,2821971295,-513949,281,59,146
253,2114770190,-2093743,419,80,213
253,59977969216,157781,229,49,266
253,84677058037,2500717,509,96,204
253,281475912289,-66990800,449,86,142
253,2116812544,-51389,67,18,238
253,40201852040,-18562687,479,91,172
253,4284056691200,1640954741,353,70,276
254,1948534888295177,-44145433828,281,59,403
255,581357568,354029,241,52,172
255,1618826739712,1893890675,307,62,338
256,20617471875,5680673,397,77,100
256,53201141892899,-59726573069,409,79,510
256,3503776054779,-228449561,191,42,377
257,1029211722,-43885,131,31,70
257,328457008449,124469816,523,98,160
257,11322617712,806035,163,37,137
257,19556036955,180422,139,33,467
257,118343661093,-20733712,283,60,465
257,149329264392,87201377,461,88,220
257,8627957417772,1766175505,431,82,608
258,2739547756,1047427,433,83,99
258,8220394897,4893910,463,89,167
258,912932900,99457,367,72,89
258,31949105397,-65108,397,77,175
258,83073574144,5730831,509,96,190
258,16191714009097,-6515436938,439,84,311
258,2249230970125,9366573,281,59,261
259,544306357,86210,233,50,89
259,544104330,-115817,151,35,107
259,3808112829,-1428200,193,43,131
259,4354605801,844625,233,50,207
260,654371718,-179,179,40,174
260,1963314500,198809,373,73,88
260,654940640,568743,73,20,255
260,75281511162,28743007,373,73,219
260,7201950000,3859133,241,52,340
260,11120557500,-3764749,283,60,169
260,10656313281250,10336888957,491,93,333
260,11144585508,20263259,419,80,548
260,11138657166,14334917,379,74,381
260,62150289201,-15041014,97,24,292
260,654050775,-321122,523,98,203
260,550087963425,-238801952,439,84,257
260,3269904066,-1955419,173,39,251
260,158924609375,-87761596,241,52,322
260,18976971468,186455,419,80,330
260,18986377410,9592397,199,45,217
260,5893974800,4627727,197,44,341
260,6129960086250,458527051,509,96,320
260,654405752,33855,61,17,188
260,278120694852,12638627,313,64,173
260,11124359400,37151,383,75,204
260,127571030972,-31488943,337,67,254
261,728799435,-40598,383,75,132
261,684113955383573,-114508036530,419,80,451
261,2249645080826,-284101045,439,84,398
261,8746202075,121679,449,86,402
261,1499376186451,-576601463,283,60,192
262,646992392,-39237,41,12,81
262,42061843768,4787883,463,89,88
262,1421556460352,27971439,197,44,232
262,49804142293,-17293140,503,95,183
262,455725266115,214999299,487,92,255
263,100061896704,9284819,523,98,318
263,690078246,60233,67,18,75
263,16666378195896,-2386944145,367,72,308
263,700390184472,21901277,521,97,264
263,33808130928,-2751709,461,88,181
263,3451672367,1582302,181,41,97
263,116503776984,-109267213,409,79,296
263,3446803584,-3286481,173,39,362
263,20003421977,-7100400,97,24,115
263,10348585984,-1684211,179,40,202
264,12604989320,19869537,227,48,320
265,69609972075,-9408877,443,85,303
265,45886936347,1435265,311,63,315
266,78247400539,-33762506,149,34,130
266,143227940779,2405430,151,35,156
266,6381711583,3246446,211,46,136
266,95673999967,-2977088,257,54,135
267,4693004547,2004262,491,93,74
267,85440959362,64754175,109,28,141
268,2051629785,1787743,379,74,141
268,13328866320,4893047,347,68,155
268,123987372705,-28070836,383,75,271
268,17737487671680,3279245317,211,46,373
268,1025637042240,-308899781,379,74,277
268,146519927352,-43778651,317,65,311
268,1025964450,1043429,347,68,303
268,13331562496,7589223,157,36,310
268,1025126928,205907,337,67,151
270,24011456625,12633152,173,39,203
270,5796848700,4029241,197,44,282
270,1655671875,580601,41,12,102
270,1176541294038,598943861,347,68,356
270,6620038425,-326671,107,27,141
270,3311483175,1300627,293,61,219
270,204384681270,-19091069,523,98,377
270,4137858361,130176,113,29,190
270,20701941624,13300699,491,93,269
270,1655548349,457075,389,76,274
270,5793684728,865269,439,84,329
270,16556952477,6039737,113,29,484
270,9944081911192,9396539007,443,85,392
270,206799582899,-86826351,503,95,413
271,1014553724569,518283419,487,92,388
271,318193917624,-3410461,487,92,219
272,63903125000,-23951913,277,58,483
274,1988861875,-272823,431,82,307
274,14564147852709,2687296000,211,46,332
274,7953916971,-2621821,229,49,137
274,10895631169995,7107833143,503,95,473
274,28849811375,7358254,499,94,211
274,1990418625,1283927,499,94,320
274,87526591425,4664713,431,82,339
274,994524531,-42818,271,57,109
274,10952594250,12353411,173,39,360
275,1513247463,-453815,281,59,199
275,17409599870,2035173,487,92,137
275,261110072951,-3397504,127,30,113
275,330658428243,-85301000,433,83,255
275,89044476841528,1756013817,523,98,299
276,12563750000,6958151,149,34,332
276,8478232083750,10768780241,283,60,385
277,680077112,2173,53,15,83
277,3401999744,1625049,433,83,271
277,62628472413,61578025,379,74,362
277,12920698700,-725141,137,32,215
277,906121442304,941698495,467,90,363
277,680067864,-7075,283,60,142
277,129246158349,31919939,101,25,195
277,5442596835,1997323,239,51,199
277,680744064,669125,101,25,175
277,633517299844,367531635,521,97,269
278,74887595172,-14173883,337,67,239
278,14976333729,-4020082,509,96,116
278,146513312600886,80354098361,461,88,432
278,82770507768033,4052962258,449,86,418
279,22208557189,41309,409,79,203
279,293942403846,234781333,359,71,299
279,3888360450,1870171,271,57,80
279,17758515775,-8296929,383,75,227
279,17766328125,-484579,223,47,408
281,561981563,-53436,73,20,55
281,2092839224135,-179112141,59,16,251
282,3391118104231,3993277456,439,84,272
282,48202418723823,2245896488,199,45,328
283,4184843403,4520588,191,42,249
283,1673685585,1556459,281,59,160
283,1406539616625,279021659,367,72,243
283,121331497833,102136198,167,38,272
283,19241644565,12159616,331,66,159
283,1559040411500,1452130631,251,53,289
284,9168994597,-52680,439,84,52
284,64157442690,-25888249,509,96,181
284,2264949101700,194424281,353,70,323
284,705379180,67851,359,71,158
284,581103013653008,14642473133,199,45,392
285,634568298,347939,211,46,100
285,48219762591,19015307,421,81,148
285,9378853878193605,672420169,353,70,460
285,50741057367,3428647,409,79,171
285,405727901397,-173128363,347,68,284
285,3492739456037,-546281335,367,72,213
285,349375891680,-79526129,499,94,237
285,18386113382,-6277029,167,38,155
285,1268373249,-67469,67,18,103
285,6976764639,340690,157,36,118
285,31726413693,15395743,307,62,228
285,8245133127,268460,433,83,167
285,16021068232851,-5680239079,431,82,289
286,643623651,-164696,173,39,102
286,7081831134,159317,509,96,210
286,8371690719,2442208,457,87,63
286,18685262169,15400106,541,99,172
286,643955403,167056,197,44,146
286,485630012763,213599125,257,54,298
287,1525767111,-768215,467,90,253
287,3204110933100,-849983837,359,71,373
287,763092022,-175641,461,88,132
287,30522499623,-8206897,353,70,204
287,12977395200,1844929,199,45,314
287,220607180640,22826033,379,74,338
287,19080555858,-1135717,67,18,180
287,8486673464700288,8072626671029,347,68,586
287,12977500536,1950265,193,43,231
287,1102758279588,-163493447,521,97,353
287,17558460234,3303985,227,48,123
287,17562144600,6988351,313,64,188
287,9922591483,111864,79,21,213
287,220509305100,-75049507,347,68,350
289,9358277487,-2115283,373,73,139
289,141831100290412,-2251157013,487,92,184
289,192598688558003,-10113470287,241,52,333
289,24344617559,7596357,409,79,83
289,156508552560087,2785445687,487,92,427
290,78917996003,19207175,523,98,227
290,80676475905675,-9224380411,293,61,407
290,730718625,174284,233,50,84
290,1461204927,116245,347,68,174
290,176745664277,-46066245,227,48,354
290,1460987577,-101105,277,58,99
290,839985247283,-140744867,367,72,283
290,3654598662,1876957,317,65,124
290,1150650344987,43007912,109,28,320
290,182661005527,24920277,487,92,220
290,730665117,120776,487,92,141
290,2209363026507,-533605018,443,85,416
290,171349849225863,-72380389787,157,36,254
290,7302826377,-2617033,211,46,121
290,18252376961,-11231564,241,52,165
290,3649741407,-2980298,149,34,285
292,72876112397,1787354,307,62,63
292,109000684584,625759,89,23,272
292,372490192107,21419665,257,54,147
292,10588784778,207635,317,65,194
292,283453623288,53470343,179,40,311
292,622989252,131773,421,81,85
292,3113815608,-471787,311,63,204
292,10020838545315,-2806864232,449,86,190
292,157593914361,10972174,463,89,170
292,226032861980,-64402897,443,85,154
292,23276600735256,-2697542369,431,82,449
292,119680831478484,-23033123131,211,46,259
293,586915875,-225422,419,80,126
293,587487068,345771,373,73,209
293,15853202750,387731,127,30,147
293,11161948875,6264232,67,18,139
293,6461871325,3317058,61,17,117
293,379140409375,-152868487,263,55,251
293,39897236925,-28371271,211,46,210
293,587211625,70328,149,34,118
293,3855027892625,2793843008,409,79,222
293,587699697,558400,349,69,182
294,182503691349220,107385315377,379,74,338
294,182503691349220,107385315377,379,74,338
295,5684115580,2213881,191,42,150
295,164815493920,40344649,499,94,243
295,494502767360,177319547,211,46,456
295,13885950897,-3142145,307,62,187
295,76416703740,26692009,499,94,96
295,4416339917,-2916960,103,26,119
295,10045628275848,-8181119327,269,56,326
295,39771002920,-2308973,353,70,252
295,630953895,-368516,509,96,143
295,51075096004,-62019287,103,26,321
